policy,seed,round,student,phase,teacher,teacher_acc,lr,pre_acc,pre_loss,post_acc,post_loss,cf_teacher,cf_teacher_start_acc,cf_teacher_acc,cf_acc,cf_loss,pre_train_acc,pre_train_loss,d_acc,d_loss,window
mwm_accdiff_all_ce_cf,1,56,3,ce,,,0.1,77.97999978065491,0.6683602929115295,76.56000256538391,0.7004943490028381,8.0,78.43999862670898,78.43999862670898,76.71999931335449,0.7096647620201111,,,-1.419997215270996,0.032134056091308594,41-60
mwm_accdiff_all_ce_cf,1,56,6,ce_peer,7.0,78.07999849319458,0.1,76.80000066757202,0.6852409839630127,74.6999979019165,0.7884141802787781,,,,,,,,-2.1000027656555176,0.10317319631576538,41-60
mwm_accdiff_all_ce_cf,1,56,9,ce_peer,1.0,78.33999991416931,0.1,76.57999992370605,0.6872104406356812,76.94000005722046,0.7209017276763916,,,,,,,,0.3600001335144043,0.03369128704071045,41-60
mwm_accdiff_all_ce_cf,1,57,6,ce_peer,1.0,78.33999991416931,0.1,74.6999979019165,0.7884141802787781,77.7999997138977,0.6610379219055176,,,,,,,,3.100001811981201,-0.1273762583732605,41-60
mwm_accdiff_all_ce_cf,1,57,4,ce_peer,8.0,78.43999862670898,0.1,75.98000168800354,0.706222414970398,76.88000202178955,0.6809919476509094,,,,,,,,0.9000003337860107,-0.025230467319488525,41-60
mwm_accdiff_all_ce_cf,1,57,5,ce,,,0.1,76.99999809265137,0.7014971971511841,74.76000189781189,0.7443769574165344,8.0,78.43999862670898,78.43999862670898,77.21999883651733,0.691907525062561,,,-2.2399961948394775,0.04287976026535034,41-60
mwm_accdiff_all_ce_cf,1,57,3,ce_peer,2.0,78.1000018119812,0.1,76.56000256538391,0.7004943490028381,77.2599995136261,0.6766175031661987,,,,,,,,0.6999969482421875,-0.023876845836639404,41-60
mwm_accdiff_all_ce_cf,1,57,9,ce_peer,7.0,78.07999849319458,0.1,76.94000005722046,0.7209017276763916,76.49999856948853,0.6960033178329468,,,,,,,,-0.4400014877319336,-0.024898409843444824,41-60
mwm_accdiff_all_ce_cf,1,58,5,ce_peer,8.0,78.43999862670898,0.1,74.76000189781189,0.7443769574165344,77.53999829292297,0.6635538339614868,,,,,,,,2.779996395111084,-0.08082312345504761,41-60
mwm_accdiff_all_ce_cf,1,58,3,ce_peer,7.0,78.07999849319458,0.1,77.2599995136261,0.6766175031661987,77.7999997138977,0.6420677900314331,,,,,,,,0.5400002002716064,-0.034549713134765625,41-60
mwm_accdiff_all_ce_cf,1,58,4,ce_peer,2.0,78.1000018119812,0.1,76.88000202178955,0.6809919476509094,76.98000073432922,0.6750708818435669,,,,,,,,0.09999871253967285,-0.005921065807342529,41-60
mwm_accdiff_all_ce_cf,1,58,6,ce,,,0.1,77.7999997138977,0.6610379219055176,78.14000248908997,0.6596229076385498,8.0,78.43999862670898,78.43999862670898,78.65999937057495,0.6497454047203064,,,0.34000277519226074,-0.0014150142669677734,41-60
mwm_accdiff_all_ce_cf,1,58,9,ce_peer,1.0,78.33999991416931,0.1,76.49999856948853,0.6960033178329468,75.37999749183655,0.7260565161705017,,,,,,,,-1.1200010776519775,0.03005319833755493,41-60
mwm_accdiff_all_ce_cf,1,59,7,ce,,,0.1,78.07999849319458,0.6498753428459167,78.47999930381775,0.6325798630714417,8.0,78.43999862670898,78.43999862670898,73.37999939918518,0.846263587474823,,,0.40000081062316895,-0.017295479774475098,41-60
mwm_accdiff_all_ce_cf,1,59,5,ce_peer,6.0,78.14000248908997,0.1,77.53999829292297,0.6635538339614868,76.35999917984009,0.6957170367240906,,,,,,,,-1.1799991130828857,0.03216320276260376,41-60
mwm_accdiff_all_ce_cf,1,59,4,ce_peer,8.0,78.43999862670898,0.1,76.98000073432922,0.6750708818435669,77.35999822616577,0.69340580701828,,,,,,,,0.37999749183654785,0.018334925174713135,41-60
mwm_accdiff_all_ce_cf,1,59,3,ce_peer,2.0,78.1000018119812,0.1,77.7999997138977,0.6420677900314331,77.06000208854675,0.6693695187568665,,,,,,,,-0.7399976253509521,0.02730172872543335,41-60
mwm_accdiff_all_ce_cf,1,59,9,ce_peer,1.0,78.33999991416931,0.1,75.37999749183655,0.7260565161705017,76.17999911308289,0.696424126625061,,,,,,,,0.8000016212463379,-0.029632389545440674,41-60
mwm_accdiff_all_ce_cf,1,60,3,ce_peer,1.0,78.33999991416931,0.1,77.06000208854675,0.6693695187568665,75.09999871253967,0.7419713139533997,,,,,,,,-1.96000337600708,0.0726017951965332,41-60
mwm_accdiff_all_ce_cf,1,60,4,ce_peer,6.0,78.14000248908997,0.1,77.35999822616577,0.69340580701828,77.1399974822998,0.6727797389030457,,,,,,,,-0.2200007438659668,-0.020626068115234375,41-60
mwm_accdiff_all_ce_cf,1,60,5,ce_peer,7.0,78.47999930381775,0.1,76.35999917984009,0.6957170367240906,79.55999970436096,0.6095390915870667,,,,,,,,3.200000524520874,-0.08617794513702393,41-60
mwm_accdiff_all_ce_cf,1,60,2,ce,,,0.1,78.1000018119812,0.6558257341384888,75.90000033378601,0.7158467769622803,7.0,78.47999930381775,78.47999930381775,74.08000230789185,0.7946945428848267,,,-2.2000014781951904,0.060021042823791504,41-60
mwm_accdiff_all_ce_cf,1,60,9,ce_peer,8.0,78.43999862670898,0.1,76.17999911308289,0.696424126625061,77.39999890327454,0.6740970015525818,,,,,,,,1.2199997901916504,-0.022327125072479248,41-60
mwm_accdiff_all_ce_cf,1,61,3,ce_peer,7.0,78.47999930381775,0.1,75.09999871253967,0.7419713139533997,78.74000072479248,0.651897132396698,,,,,,,,3.6400020122528076,-0.09007418155670166,61-80
mwm_accdiff_all_ce_cf,1,61,6,ce,,,0.1,78.14000248908997,0.6596229076385498,78.02000045776367,0.6555474400520325,5.0,79.55999970436096,79.55999970436096,77.93999910354614,0.6757825613021851,,,-0.12000203132629395,-0.004075467586517334,61-80
mwm_accdiff_all_ce_cf,1,61,2,ce_peer,5.0,79.55999970436096,0.1,75.90000033378601,0.7158467769622803,76.13999843597412,0.7041308879852295,,,,,,,,0.23999810218811035,-0.011715888977050781,61-80
mwm_accdiff_all_ce_cf,1,61,4,ce_peer,8.0,78.43999862670898,0.1,77.1399974822998,0.6727797389030457,68.73999834060669,0.9974501132965088,,,,,,,,-8.399999141693115,0.32467037439346313,61-80
mwm_accdiff_all_ce_cf,1,61,9,ce_peer,1.0,78.33999991416931,0.1,77.39999890327454,0.6740970015525818,76.85999870300293,0.6843145489692688,,,,,,,,-0.5400002002716064,0.010217547416687012,61-80
mwm_accdiff_all_ce_cf,1,62,1,ce,,,0.1,78.33999991416931,0.6725068092346191,77.03999876976013,0.6789047122001648,5.0,79.55999970436096,79.55999970436096,76.2399971485138,0.7109886407852173,,,-1.3000011444091797,0.006397902965545654,61-80
mwm_accdiff_all_ce_cf,1,62,6,ce_peer,8.0,78.43999862670898,0.1,78.02000045776367,0.6555474400520325,78.1000018119812,0.6484572887420654,,,,,,,,0.0800013542175293,-0.007090151309967041,61-80
mwm_accdiff_all_ce_cf,1,62,2,ce_peer,3.0,78.74000072479248,0.1,76.13999843597412,0.7041308879852295,76.71999931335449,0.6791769862174988,,,,,,,,0.5800008773803711,-0.024953901767730713,61-80
mwm_accdiff_all_ce_cf,1,62,9,ce_peer,5.0,79.55999970436096,0.1,76.85999870300293,0.6843145489692688,76.17999911308289,0.7200307846069336,,,,,,,,-0.679999589920044,0.035716235637664795,61-80
mwm_accdiff_all_ce_cf,1,62,4,ce_peer,7.0,78.47999930381775,0.1,68.73999834060669,0.9974501132965088,74.68000054359436,0.7441712617874146,,,,,,,,5.940002202987671,-0.25327885150909424,61-80
mwm_accdiff_all_ce_cf,1,63,1,ce_peer,8.0,78.43999862670898,0.1,77.03999876976013,0.6789047122001648,76.81999802589417,0.6759508848190308,,,,,,,,-0.2200007438659668,-0.002953827381134033,61-80
mwm_accdiff_all_ce_cf,1,63,6,ce,,,0.1,78.1000018119812,0.6484572887420654,78.50000262260437,0.6288145184516907,5.0,79.55999970436096,79.55999970436096,77.97999978065491,0.6647756099700928,,,0.40000081062316895,-0.019642770290374756,61-80
mwm_accdiff_all_ce_cf,1,63,2,ce_peer,3.0,78.74000072479248,0.1,76.71999931335449,0.6791769862174988,77.78000235557556,0.6534319519996643,,,,,,,,1.0600030422210693,-0.025745034217834473,61-80
mwm_accdiff_all_ce_cf,1,63,4,ce_peer,5.0,79.55999970436096,0.1,74.68000054359436,0.7441712617874146,77.89999842643738,0.6552558541297913,,,,,,,,3.2199978828430176,-0.08891540765762329,61-80
mwm_accdiff_all_ce_cf,1,63,9,ce_peer,7.0,78.47999930381775,0.1,76.17999911308289,0.7200307846069336,77.17999815940857,0.7043184041976929,,,,,,,,0.9999990463256836,-0.015712380409240723,61-80
mwm_accdiff_all_ce_cf,1,64,4,ce_peer,3.0,78.74000072479248,0.1,77.89999842643738,0.6552558541297913,77.10000276565552,0.6853436827659607,,,,,,,,-0.7999956607818604,0.030087828636169434,61-80
mwm_accdiff_all_ce_cf,1,64,1,ce_peer,6.0,78.50000262260437,0.1,76.81999802589417,0.6759508848190308,76.21999979019165,0.711833119392395,,,,,,,,-0.5999982357025146,0.03588223457336426,61-80
mwm_accdiff_all_ce_cf,1,64,8,ce,,,0.1,78.43999862670898,0.64751797914505,78.24000120162964,0.6509546041488647,5.0,79.55999970436096,79.55999970436096,77.97999978065491,0.6900874972343445,,,-0.1999974250793457,0.0034366250038146973,61-80
mwm_accdiff_all_ce_cf,1,64,9,ce_peer,7.0,78.47999930381775,0.1,77.17999815940857,0.7043184041976929,78.39999794960022,0.660546064376831,,,,,,,,1.2199997901916504,-0.043772339820861816,61-80
mwm_accdiff_all_ce_cf,1,64,2,ce_peer,5.0,79.55999970436096,0.1,77.78000235557556,0.6534319519996643,77.84000039100647,0.6723368763923645,,,,,,,,0.0599980354309082,0.018904924392700195,61-80
mwm_accdiff_all_ce_cf,1,65,8,ce_peer,7.0,78.47999930381775,0.1,78.24000120162964,0.6509546041488647,78.43999862670898,0.632093071937561,,,,,,,,0.1999974250793457,-0.01886153221130371,61-80
mwm_accdiff_all_ce_cf,1,65,4,ce_peer,6.0,78.50000262260437,0.1,77.10000276565552,0.6853436827659607,78.17999720573425,0.6628029346466064,,,,,,,,1.0799944400787354,-0.022540748119354248,61-80
mwm_accdiff_all_ce_cf,1,65,9,ce,,,0.1,78.39999794960022,0.660546064376831,77.78000235557556,0.6593515872955322,5.0,79.55999970436096,79.55999970436096,77.53999829292297,0.6776456236839294,,,-0.6199955940246582,-0.0011944770812988281,61-80
mwm_accdiff_all_ce_cf,1,65,1,ce_peer,3.0,78.74000072479248,0.1,76.21999979019165,0.711833119392395,77.81999707221985,0.668135404586792,,,,,,,,1.5999972820281982,-0.04369771480560303,61-80
mwm_accdiff_all_ce_cf,1,65,2,ce_peer,5.0,79.55999970436096,0.1,77.84000039100647,0.6723368763923645,78.78000140190125,0.6195025444030762,,,,,,,,0.9400010108947754,-0.05283433198928833,61-80
mwm_accdiff_all_ce_cf,1,66,7,ce_peer,2.0,78.78000140190125,0.1,78.47999930381775,0.6325798630714417,78.39999794960022,0.6501950025558472,,,,,,,,-0.0800013542175293,0.017615139484405518,61-80
mwm_accdiff_all_ce_cf,1,66,9,ce_peer,3.0,78.74000072479248,0.1,77.78000235557556,0.6593515872955322,75.58000087738037,0.7298378944396973,,,,,,,,-2.2000014781951904,0.07048630714416504,61-80
mwm_accdiff_all_ce_cf,1,66,4,ce_peer,5.0,79.55999970436096,0.1,78.17999720573425,0.6628029346466064,79.97999787330627,0.6040139198303223,,,,,,,,1.8000006675720215,-0.05878901481628418,61-80
mwm_accdiff_all_ce_cf,1,66,1,ce_peer,6.0,78.50000262260437,0.1,77.81999707221985,0.668135404586792,78.20000052452087,0.6683330535888672,,,,,,,,0.3800034523010254,0.0001976490020751953,61-80
mwm_accdiff_all_ce_cf,1,66,8,ce,,,0.1,78.43999862670898,0.632093071937561,78.78000140190125,0.6213388442993164,5.0,79.55999970436096,79.55999970436096,78.64000201225281,0.6610648036003113,,,0.34000277519226074,-0.010754227638244629,61-80
mwm_accdiff_all_ce_cf,1,67,1,ce_peer,2.0,78.78000140190125,0.1,78.20000052452087,0.6683330535888672,78.53999733924866,0.6549944281578064,,,,,,,,0.3399968147277832,-0.013338625431060791,61-80
mwm_accdiff_all_ce_cf,1,67,3,ce,,,0.1,78.74000072479248,0.651897132396698,78.03999781608582,0.649113655090332,4.0,79.97999787330627,79.97999787330627,76.70000195503235,0.7116883993148804,,,-0.700002908706665,-0.002783477306365967,61-80
mwm_accdiff_all_ce_cf,1,67,9,ce_peer,8.0,78.78000140190125,0.1,75.58000087738037,0.7298378944396973,78.68000268936157,0.6467001438140869,,,,,,,,3.100001811981201,-0.08313775062561035,61-80
mwm_accdiff_all_ce_cf,1,67,6,ce_peer,5.0,79.55999970436096,0.1,78.50000262260437,0.6288145184516907,78.15999984741211,0.6739965081214905,,,,,,,,-0.34000277519226074,0.045181989669799805,61-80
mwm_accdiff_all_ce_cf,1,67,7,ce_peer,4.0,79.97999787330627,0.1,78.39999794960022,0.6501950025558472,80.11999726295471,0.6018149256706238,,,,,,,,1.7199993133544922,-0.04838007688522339,61-80
mwm_accdiff_all_ce_cf,1,68,1,ce_peer,2.0,78.78000140190125,0.1,78.53999733924866,0.6549944281578064,77.57999897003174,0.6678041219711304,,,,,,,,-0.959998369216919,0.012809693813323975,61-80
mwm_accdiff_all_ce_cf,1,68,8,ce_peer,5.0,79.55999970436096,0.1,78.78000140190125,0.6213388442993164,75.88000297546387,0.7244128584861755,,,,,,,,-2.899998426437378,0.10307401418685913,61-80
mwm_accdiff_all_ce_cf,1,68,3,ce_peer,7.0,80.11999726295471,0.1,78.03999781608582,0.649113655090332,76.99999809265137,0.6900153160095215,,,,,,,,-1.0399997234344482,0.04090166091918945,61-80
mwm_accdiff_all_ce_cf,1,68,9,ce,,,0.1,78.68000268936157,0.6467001438140869,77.38000154495239,0.7151738405227661,7.0,80.11999726295471,80.11999726295471,77.30000019073486,0.6828166246414185,,,-1.3000011444091797,0.0684736967086792,61-80
mwm_accdiff_all_ce_cf,1,68,6,ce_peer,4.0,79.97999787330627,0.1,78.15999984741211,0.6739965081214905,78.21999788284302,0.6450881361961365,,,,,,,,0.0599980354309082,-0.028908371925354004,61-80
mwm_accdiff_all_ce_cf,1,69,1,ce_peer,2.0,78.78000140190125,0.1,77.57999897003174,0.6678041219711304,75.62000155448914,0.7579267024993896,,,,,,,,-1.9599974155426025,0.09012258052825928,61-80
mwm_accdiff_all_ce_cf,1,69,8,ce_peer,4.0,79.97999787330627,0.1,75.88000297546387,0.7244128584861755,76.8999993801117,0.6764528751373291,,,,,,,,1.0199964046478271,-0.047959983348846436,61-80
mwm_accdiff_all_ce_cf,1,69,3,ce_peer,7.0,80.11999726295471,0.1,76.99999809265137,0.6900153160095215,78.35999727249146,0.6484228372573853,,,,,,,,1.359999179840088,-0.04159247875213623,61-80
mwm_accdiff_all_ce_cf,1,69,9,ce,,,0.1,77.38000154495239,0.7151738405227661,78.21999788284302,0.6497425436973572,7.0,80.11999726295471,80.11999726295471,77.60000228881836,0.6920256614685059,,,0.839996337890625,-0.06543129682540894,61-80
mwm_accdiff_all_ce_cf,1,69,6,ce_peer,5.0,79.55999970436096,0.1,78.21999788284302,0.6450881361961365,78.70000004768372,0.6371630430221558,,,,,,,,0.48000216484069824,-0.007925093173980713,61-80
mwm_accdiff_all_ce_cf,1,70,1,ce_peer,2.0,78.78000140190125,0.1,75.62000155448914,0.7579267024993896,78.88000011444092,0.6527525186538696,,,,,,,,3.2599985599517822,-0.10517418384552002,61-80
mwm_accdiff_all_ce_cf,1,70,8,ce_peer,4.0,79.97999787330627,0.1,76.8999993801117,0.6764528751373291,77.4399995803833,0.672272801399231,,,,,,,,0.5400002002716064,-0.0041800737380981445,61-80
mwm_accdiff_all_ce_cf,1,70,9,ce,,,0.1,78.21999788284302,0.6497425436973572,79.43999767303467,0.6044340133666992,7.0,80.11999726295471,80.11999726295471,79.22000288963318,0.6280902624130249,,,1.2199997901916504,-0.04530853033065796,61-80
mwm_accdiff_all_ce_cf,1,70,3,ce_peer,7.0,80.11999726295471,0.1,78.35999727249146,0.6484228372573853,77.21999883651733,0.7017732858657837,,,,,,,,-1.139998435974121,0.05335044860839844,61-80
mwm_accdiff_all_ce_cf,1,70,6,ce_peer,5.0,79.55999970436096,0.1,78.70000004768372,0.6371630430221558,78.97999882698059,0.6416125297546387,,,,,,,,0.279998779296875,0.00444948673248291,61-80
mwm_accdiff_all_ce_cf,1,71,8,ce_peer,4.0,79.97999787330627,0.1,77.4399995803833,0.672272801399231,77.52000093460083,0.6662861704826355,,,,,,,,0.0800013542175293,-0.005986630916595459,61-80
mwm_accdiff_all_ce_cf,1,71,3,ce_peer,7.0,80.11999726295471,0.1,77.21999883651733,0.7017732858657837,78.68000268936157,0.6377572417259216,,,,,,,,1.4600038528442383,-0.06401604413986206,61-80
mwm_accdiff_all_ce_cf,1,71,2,ce,,,0.1,78.78000140190125,0.6195025444030762,76.75999999046326,0.6861902475357056,7.0,80.11999726295471,80.11999726295471,77.89999842643738,0.6772431135177612,,,-2.0200014114379883,0.0666877031326294,61-80
mwm_accdiff_all_ce_cf,1,71,6,ce_peer,5.0,79.55999970436096,0.1,78.97999882698059,0.6416125297546387,79.42000031471252,0.6294988989830017,,,,,,,,0.4400014877319336,-0.012113630771636963,61-80
mwm_accdiff_all_ce_cf,1,71,1,ce_peer,9.0,79.43999767303467,0.1,78.88000011444092,0.6527525186538696,78.4600019454956,0.6331993937492371,,,,,,,,-0.4199981689453125,-0.01955312490463257,61-80
mwm_accdiff_all_ce_cf,1,72,8,ce_peer,4.0,79.97999787330627,0.1,77.52000093460083,0.6662861704826355,78.60000133514404,0.6486198306083679,,,,,,,,1.080000400543213,-0.017666339874267578,61-80
mwm_accdiff_all_ce_cf,1,72,2,ce_peer,7.0,80.11999726295471,0.1,76.75999999046326,0.6861902475357056,76.2000024318695,0.7008050084114075,,,,,,,,-0.55999755859375,0.014614760875701904,61-80
mwm_accdiff_all_ce_cf,1,72,1,ce_peer,5.0,79.55999970436096,0.1,78.4600019454956,0.6331993937492371,74.04000163078308,0.8200493454933167,,,,,,,,-4.420000314712524,0.1868499517440796,61-80
mwm_accdiff_all_ce_cf,1,72,6,ce,,,0.1,79.42000031471252,0.6294988989830017,76.5999972820282,0.7050199508666992,7.0,80.11999726295471,80.11999726295471,78.71999740600586,0.6536468267440796,,,-2.820003032684326,0.07552105188369751,61-80
mwm_accdiff_all_ce_cf,1,72,3,ce_peer,9.0,79.43999767303467,0.1,78.68000268936157,0.6377572417259216,76.94000005722046,0.6797794699668884,,,,,,,,-1.7400026321411133,0.0420222282409668,61-80
mwm_accdiff_all_ce_cf,1,73,2,ce_peer,4.0,79.97999787330627,0.1,76.2000024318695,0.7008050084114075,78.2800018787384,0.6756334900856018,,,,,,,,2.0799994468688965,-0.025171518325805664,61-80
mwm_accdiff_all_ce_cf,1,73,1,ce_peer,5.0,79.55999970436096,0.1,74.04000163078308,0.8200493454933167,76.88000202178955,0.7047709226608276,,,,,,,,2.8400003910064697,-0.11527842283248901,61-80
mwm_accdiff_all_ce_cf,1,73,3,ce_peer,7.0,80.11999726295471,0.1,76.94000005722046,0.6797794699668884,79.1599988937378,0.6168538331985474,,,,,,,,2.219998836517334,-0.06292563676834106,61-80
mwm_accdiff_all_ce_cf,1,73,8,ce,,,0.1,78.60000133514404,0.6486198306083679,75.22000074386597,0.7342442274093628,7.0,80.11999726295471,80.11999726295471,78.96000146865845,0.6651502251625061,,,-3.380000591278076,0.08562439680099487,61-80
mwm_accdiff_all_ce_cf,1,73,6,ce_peer,9.0,79.43999767303467,0.1,76.5999972820282,0.7050199508666992,79.1599988937378,0.6450349688529968,,,,,,,,2.5600016117095947,-0.05998498201370239,61-80
mwm_accdiff_all_ce_cf,1,74,8,ce_peer,4.0,79.97999787330627,0.1,75.22000074386597,0.7342442274093628,79.24000024795532,0.625307559967041,,,,,,,,4.0199995040893555,-0.10893666744232178,61-80
mwm_accdiff_all_ce_cf,1,74,3,ce,,,0.1,79.1599988937378,0.6168538331985474,77.75999903678894,0.6623040437698364,7.0,80.11999726295471,80.11999726295471,79.61999773979187,0.6271470189094543,,,-1.3999998569488525,0.04545021057128906,61-80
mwm_accdiff_all_ce_cf,1,74,6,ce_peer,7.0,80.11999726295471,0.1,79.1599988937378,0.6450349688529968,78.51999998092651,0.6761803030967712,,,,,,,,-0.6399989128112793,0.031145334243774414,61-80
mwm_accdiff_all_ce_cf,1,74,2,ce_peer,5.0,79.55999970436096,0.1,78.2800018787384,0.6756334900856018,76.8999993801117,0.7009789347648621,,,,,,,,-1.380002498626709,0.025345444679260254,61-80
mwm_accdiff_all_ce_cf,1,74,1,ce_peer,9.0,79.43999767303467,0.1,76.88000202178955,0.7047709226608276,78.82000207901001,0.6381816267967224,,,,,,,,1.940000057220459,-0.06658929586410522,61-80
mwm_accdiff_all_ce_cf,1,75,3,ce_peer,4.0,79.97999787330627,0.1,77.75999903678894,0.6623040437698364,78.93999814987183,0.657497227191925,,,,,,,,1.1799991130828857,-0.004806816577911377,61-80
mwm_accdiff_all_ce_cf,1,75,2,ce_peer,7.0,80.11999726295471,0.1,76.8999993801117,0.7009789347648621,77.66000032424927,0.7031397223472595,,,,,,,,0.7600009441375732,0.002160787582397461,61-80
mwm_accdiff_all_ce_cf,1,75,1,ce_peer,5.0,79.55999970436096,0.1,78.82000207901001,0.6381816267967224,78.88000011444092,0.6367329359054565,,,,,,,,0.0599980354309082,-0.0014486908912658691,61-80
mwm_accdiff_all_ce_cf,1,75,8,ce,,,0.1,79.24000024795532,0.625307559967041,79.46000099182129,0.6097292900085449,7.0,80.11999726295471,80.11999726295471,77.66000032424927,0.6903063058853149,,,0.2200007438659668,-0.015578269958496094,61-80
mwm_accdiff_all_ce_cf,1,75,6,ce_peer,9.0,79.43999767303467,0.1,78.51999998092651,0.6761803030967712,77.21999883651733,0.6902406215667725,,,,,,,,-1.3000011444091797,0.01406031847000122,61-80
mwm_accdiff_all_ce_cf,1,76,3,ce_peer,8.0,79.46000099182129,0.1,78.93999814987183,0.657497227191925,77.920001745224,0.6939992308616638,,,,,,,,-1.0199964046478271,0.03650200366973877,61-80
mwm_accdiff_all_ce_cf,1,76,2,ce_peer,7.0,80.11999726295471,0.1,77.66000032424927,0.7031397223472595,78.64000201225281,0.6454452872276306,,,,,,,,0.98000168800354,-0.057694435119628906,61-80
mwm_accdiff_all_ce_cf,1,76,1,ce_peer,5.0,79.55999970436096,0.1,78.88000011444092,0.6367329359054565,77.2599995136261,0.6863901615142822,,,,,,,,-1.6200006008148193,0.049657225608825684,61-80
mwm_accdiff_all_ce_cf,1,76,9,ce,,,0.1,79.43999767303467,0.6044340133666992,76.67999863624573,0.6665073037147522,7.0,80.11999726295471,80.11999726295471,79.06000018119812,0.6296931505203247,,,-2.7599990367889404,0.06207329034805298,61-80
mwm_accdiff_all_ce_cf,1,76,6,ce_peer,4.0,79.97999787330627,0.1,77.21999883651733,0.6902406215667725,76.81999802589417,0.6949629783630371,,,,,,,,-0.40000081062316895,0.0047223567962646484,61-80
mwm_accdiff_all_ce_cf,1,77,3,ce_peer,8.0,79.46000099182129,0.1,77.920001745224,0.6939992308616638,79.37999963760376,0.6182697415351868,,,,,,,,1.4599978923797607,-0.07572948932647705,61-80
mwm_accdiff_all_ce_cf,1,77,1,ce_peer,5.0,79.55999970436096,0.1,77.2599995136261,0.6863901615142822,81.08000159263611,0.5849047899246216,,,,,,,,3.8200020790100098,-0.10148537158966064,61-80
mwm_accdiff_all_ce_cf,1,77,6,ce_peer,7.0,80.11999726295471,0.1,76.81999802589417,0.6949629783630371,78.11999917030334,0.6518283486366272,,,,,,,,1.3000011444091797,-0.04313462972640991,61-80
mwm_accdiff_all_ce_cf,1,77,2,ce,,,0.1,78.64000201225281,0.6454452872276306,78.78000140190125,0.6307690143585205,7.0,80.11999726295471,80.11999726295471,77.89999842643738,0.6814740300178528,,,0.1399993896484375,-0.014676272869110107,61-80
mwm_accdiff_all_ce_cf,1,77,9,ce_peer,4.0,79.97999787330627,0.1,76.67999863624573,0.6665073037147522,80.1800012588501,0.590111494064331,,,,,,,,3.50000262260437,-0.07639580965042114,61-80
mwm_accdiff_all_ce_cf,1,78,2,ce_peer,4.0,79.97999787330627,0.1,78.78000140190125,0.6307690143585205,78.42000126838684,0.6364043951034546,,,,,,,,-0.3600001335144043,0.005635380744934082,61-80
mwm_accdiff_all_ce_cf,1,78,6,ce_peer,7.0,80.11999726295471,0.1,78.11999917030334,0.6518283486366272,78.74000072479248,0.652407705783844,,,,,,,,0.6200015544891357,0.0005793571472167969,61-80
mwm_accdiff_all_ce_cf,1,78,5,ce_peer,9.0,80.1800012588501,0.1,79.55999970436096,0.6095390915870667,78.11999917030334,0.643608570098877,,,,,,,,-1.4400005340576172,0.0340694785118103,61-80
mwm_accdiff_all_ce_cf,1,78,8,ce,,,0.1,79.46000099182129,0.6097292900085449,78.53999733924866,0.6268160939216614,1.0,81.08000159263611,81.08000159263611,78.79999876022339,0.6648079752922058,,,-0.9200036525726318,0.017086803913116455,61-80
mwm_accdiff_all_ce_cf,1,78,3,ce_peer,1.0,81.08000159263611,0.1,79.37999963760376,0.6182697415351868,79.64000105857849,0.6202847361564636,,,,,,,,0.26000142097473145,0.0020149946212768555,61-80
mwm_accdiff_all_ce_cf,1,79,8,ce_peer,1.0,81.08000159263611,0.1,78.53999733924866,0.6268160939216614,79.5799970626831,0.6157961487770081,,,,,,,,1.0399997234344482,-0.01101994514465332,61-80
mwm_accdiff_all_ce_cf,1,79,3,ce,,,0.1,79.64000105857849,0.6202847361564636,79.68000173568726,0.6165137887001038,1.0,81.08000159263611,81.08000159263611,79.91999983787537,0.6508163213729858,,,0.04000067710876465,-0.0037709474563598633,61-80
mwm_accdiff_all_ce_cf,1,79,6,ce_peer,4.0,79.97999787330627,0.1,78.74000072479248,0.652407705783844,78.68000268936157,0.6247876882553101,,,,,,,,-0.0599980354309082,-0.027620017528533936,61-80
