condition,seed,round,pre_acc,arm,d_acc,minus_kd,broken,fixed_peer_agree,fixed_peer_disagree,changed,kl,weight_change_backbone,weight_change_head
ce_head,2,69,36.660000681877136,ce,8.699998259544373,9.259998798370361,9.160000085830688,15.539999306201935,2.319999970495701,49.000000953674316,0.6590334177017212,0.09721695546150351,0.47908405773198837
ce_head,2,69,36.660000681877136,ce_lowlr,4.919999837875366,5.480000376701355,6.340000033378601,8.560000360012054,2.7000000700354576,35.31999886035919,0.46603912115097046,0.01892276205811522,0.14513659318543992
ce_head,2,70,36.41999959945679,kd,0.10000169277191162,0.0,2.879999950528145,0.7199999876320362,2.2600000724196434,12.680000066757202,0.06834471225738525,0.07554314187512531,0.08519388931080048
ce_head,2,70,36.41999959945679,ce_head,-1.5199989080429077,-1.6200006008148193,8.399999886751175,5.139999836683273,1.7400000244379044,31.880000233650208,0.392428457736969,0.0,0.8631215073964642
ce_head,2,70,36.41999959945679,ce,6.8800002336502075,6.779998540878296,14.259999990463257,17.659999430179596,3.4800000488758087,60.64000129699707,1.1193605661392212,0.2785132478178756,0.6040418720721721
ce_head,2,70,36.41999959945679,ce_lowlr,7.460001111030579,7.359999418258667,8.160000294446945,12.759999930858612,2.8599999845027924,42.93999969959259,0.5641971230506897,0.0677870802901739,0.1775303417671747
ce_head,2,71,36.53999865055084,kd,-0.8599996566772461,0.0,3.7399999797344208,1.2000000104308128,1.679999940097332,13.940000534057617,0.08241459727287292,0.06881405938327131,0.11902302717861146
ce_head,2,71,36.53999865055084,ce_head,-2.499997615814209,-1.639997959136963,6.939999759197235,2.9600000008940697,1.4800000004470348,23.37999939918518,0.3256751000881195,0.0,0.5897819132010846
ce_head,2,71,36.53999865055084,ce,7.480001449584961,8.340001106262207,10.96000000834465,15.880000591278076,2.5599999353289604,54.64000105857849,0.8582053780555725,0.1020158957941978,0.47325799224958676
ce_head,2,71,36.53999865055084,ce_lowlr,5.140000581741333,6.000000238418579,6.539999693632126,9.300000220537186,2.380000054836273,36.2199991941452,0.46567055583000183,0.020318000034677708,0.15137710389267897
ce_head,2,72,36.77999973297119,kd,-0.339999794960022,0.0,2.879999950528145,0.9800000116229057,1.5599999576807022,11.060000211000443,0.04894303157925606,0.09956777988923819,0.06197990236480106
ce_head,2,72,36.77999973297119,ce_head,-2.000001072883606,-1.660001277923584,6.1400000005960464,3.020000085234642,1.119999960064888,21.879999339580536,0.2684069871902466,0.0,0.9094787066484059
ce_head,2,72,36.77999973297119,ce,13.499999046325684,13.839998841285706,11.739999800920486,22.80000001192093,2.4399999529123306,61.76000237464905,0.9927473664283752,0.678008355797719,0.5917827894185611
ce_head,2,72,36.77999973297119,ce_lowlr,9.220001101493835,9.560000896453857,7.2200000286102295,14.440000057220459,1.9999999552965164,43.86000037193298,0.5710631012916565,0.16059457787501552,0.1743431311974932
ce_head,2,73,36.480000615119934,kd,0.020000338554382324,0.0,2.419999986886978,0.9999999776482582,1.4399999752640724,9.799999743700027,0.04212556034326553,0.10894549150937627,0.05222902789748922
ce_head,2,73,36.480000615119934,ce_head,-2.7200013399124146,-2.740001678466797,9.359999746084213,5.539999902248383,1.0999999940395355,31.240001320838928,0.34471139311790466,0.0,1.035318102902964
ce_head,2,73,36.480000615119934,ce,12.919998168945312,12.89999783039093,9.040000289678574,19.679999351501465,2.280000038444996,55.41999936103821,0.9695925712585449,0.8857778428793085,0.6970544270513768
ce_head,2,73,36.480000615119934,ce_lowlr,10.699999332427979,10.679998993873596,7.039999961853027,15.520000457763672,2.2199999541044235,44.279998540878296,0.6116263270378113,0.20642453431348362,0.19034337464082202
ce_head,2,74,36.59999966621399,kd,0.2200007438659668,0.0,1.8400000408291817,0.6599999964237213,1.4000000432133675,8.560000360012054,0.03128356114029884,0.09975915229200943,0.09778276823336955
