mode,teacher,seed,epoch,phase,lr,val_acc,delta_acc,val_loss,probe_ce_loss,branch_kd_val_acc,pre_acc,phase1_epochs
ce_only,none,0,50,ce,0.1,80.51999807357788,1.519995927810669,0.5848713517189026,0.42524588165283206,,79.00000214576721,50
ce_only,none,0,51,ce,0.1,80.26000261306763,-0.2599954605102539,0.5949518084526062,0.4310323989868164,,80.51999807357788,50
ce_only,none,0,52,ce,0.1,79.5199990272522,-0.7400035858154297,0.6398933529853821,0.4481001907348633,,80.26000261306763,50
ce_only,none,0,53,ce,0.1,78.17999720573425,-1.3400018215179443,0.6404207944869995,0.4789899406433106,,79.5199990272522,50
ce_only,none,0,54,ce,0.1,79.32000160217285,1.1400043964385986,0.618995189666748,0.4280650611877441,,78.17999720573425,50
ce_only,none,0,55,ce,0.1,80.29999732971191,0.9799957275390625,0.5882396101951599,0.41584967041015625,,79.32000160217285,50
ce_only,none,0,56,ce,0.1,80.14000058174133,-0.15999674797058105,0.6028188467025757,0.44110018157958986,,80.29999732971191,50
ce_only,none,0,57,ce,0.1,79.14000153541565,-0.9999990463256836,0.6313326954841614,0.44993953552246096,,80.14000058174133,50
ce_only,none,0,58,ce,0.1,80.01999855041504,0.8799970149993896,0.6085231304168701,0.44248034591674806,,79.14000153541565,50
ce_only,none,0,59,ce,0.1,80.19999861717224,0.18000006675720215,0.6051740646362305,0.44138302307128907,,80.01999855041504,50
ce_only,none,0,60,ce,0.1,79.55999970436096,-0.6399989128112793,0.6141409277915955,0.429246484375,,80.19999861717224,50
ce_only,none,0,61,ce,0.1,81.36000037193298,1.8000006675720215,0.5682641863822937,0.3991094131469727,,79.55999970436096,50
ce_only,none,0,62,ce,0.1,80.68000078201294,-0.679999589920044,0.5860238075256348,0.42687833099365236,,81.36000037193298,50
ce_only,none,0,63,ce,0.1,81.55999779701233,0.8799970149993896,0.5374771356582642,0.37347500228881836,,80.68000078201294,50
ce_only,none,0,64,ce,0.1,80.77999949455261,-0.7799983024597168,0.578153133392334,0.41302138748168943,,81.55999779701233,50
ce_only,none,0,65,ce,0.1,78.64000201225281,-2.1399974822998047,0.6262316703796387,0.4390167877197266,,80.77999949455261,50
ce_only,none,0,66,ce,0.1,80.27999997138977,1.639997959136963,0.6206717491149902,0.4176956085205078,,78.64000201225281,50
ce_only,none,0,67,ce,0.1,81.45999908447266,1.1799991130828857,0.5685902237892151,0.39777944259643555,,80.27999997138977,50
ce_only,none,0,68,ce,0.1,80.77999949455261,-0.679999589920044,0.5630090236663818,0.395974235534668,,81.45999908447266,50
ce_only,none,0,69,ce,0.1,79.6999990940094,-1.080000400543213,0.6113925576210022,0.42981272659301756,,80.77999949455261,50
ce_only,none,0,70,ce,0.1,80.0599992275238,0.3600001335144043,0.5936815142631531,0.40072922973632813,,79.6999990940094,50
ce_only,none,0,71,ce,0.1,78.89999747276306,-1.1600017547607422,0.6693716049194336,0.4926402526855469,,80.0599992275238,50
ce_only,none,0,72,ce,0.1,79.42000031471252,0.5200028419494629,0.6093024015426636,0.450991609954834,,78.89999747276306,50
ce_only,none,0,73,ce,0.1,81.27999901771545,1.8599987030029297,0.5947162508964539,0.3910678024291992,,79.42000031471252,50
ce_only,none,0,74,ce,0.1,81.67999982833862,0.40000081062316895,0.5478695631027222,0.37963758087158206,,81.27999901771545,50
ce_only,none,0,75,ce,0.1,79.46000099182129,-2.219998836517334,0.6571310758590698,0.46159208374023436,,81.67999982833862,50
ce_only,none,0,76,ce,0.1,81.49999976158142,2.039998769760132,0.5698704719543457,0.39133236083984374,,79.46000099182129,50
ce_only,none,0,77,ce,0.1,80.27999997138977,-1.2199997901916504,0.5955894589424133,0.40841884689331054,,81.49999976158142,50
ce_only,none,0,78,ce,0.1,81.49999976158142,1.2199997901916504,0.5605823993682861,0.37899669494628907,,80.27999997138977,50
ce_only,none,0,79,ce,0.1,81.91999793052673,0.4199981689453125,0.5410767197608948,0.3808908905029297,,81.49999976158142,50
ce_only,none,0,80,ce,0.1,80.239999294281,-1.6799986362457275,0.6086317896842957,0.4442480171203613,,81.91999793052673,50
ce_only,none,1,1,ce,0.1,42.399999499320984,32.259999215602875,1.6351975202560425,1.607721856689453,,10.14000028371811,50
ce_only,none,1,2,ce,0.1,9.82000008225441,-32.579999417066574,4.895946502685547,4.893259802246094,,42.399999499320984,50
ce_only,none,1,3,ce,0.1,36.5200012922287,26.70000120997429,1.7154062986373901,1.6759356689453124,,9.82000008225441,50
ce_only,none,1,4,ce,0.1,43.880000710487366,7.359999418258667,1.5434738397598267,1.5250415405273436,,36.5200012922287,50
ce_only,none,1,5,ce,0.1,46.52000069618225,2.6399999856948853,1.5071744918823242,1.4699468536376954,,43.880000710487366,50
ce_only,none,1,6,ce,0.1,51.70000195503235,5.180001258850098,1.3371734619140625,1.2899045959472657,,46.52000069618225,50
ce_only,none,1,7,ce,0.1,55.50000071525574,3.7999987602233887,1.2525012493133545,1.190772900390625,,51.70000195503235,50
ce_only,none,1,8,ce,0.1,58.21999907493591,2.719998359680176,1.1740716695785522,1.1126863922119141,,55.50000071525574,50
ce_only,none,1,9,ce,0.1,59.52000021934509,1.3000011444091797,1.1386910676956177,1.058816778564453,,58.21999907493591,50
ce_only,none,1,10,ce,0.1,61.320000886917114,1.8000006675720215,1.0943650007247925,1.0381856903076172,,59.52000021934509,50
ce_only,none,1,11,ce,0.1,64.52000141143799,3.200000524520874,1.0035208463668823,0.9297303634643554,,61.320000886917114,50
ce_only,none,1,12,ce,0.1,64.71999883651733,0.1999974250793457,1.0339531898498535,0.9391628463745118,,64.52000141143799,50
ce_only,none,1,13,ce,0.1,66.56000018119812,1.8400013446807861,0.9477705359458923,0.8835179962158203,,64.71999883651733,50
ce_only,none,1,14,ce,0.1,67.00000166893005,0.4400014877319336,0.9381797909736633,0.8469979873657226,,66.56000018119812,50
ce_only,none,1,15,ce,0.1,65.67999720573425,-1.3200044631958008,0.9726126790046692,0.8677510330200195,,67.00000166893005,50
ce_only,none,1,16,ce,0.1,70.45999765396118,4.780000448226929,0.8592708706855774,0.7529756698608399,,65.67999720573425,50
ce_only,none,1,17,ce,0.1,69.37999725341797,-1.080000400543213,0.8912622928619385,0.7818331192016602,,70.45999765396118,50
ce_only,none,1,18,ce,0.1,70.67999839782715,1.3000011444091797,0.8799844980239868,0.788755435180664,,69.37999725341797,50
ce_only,none,1,19,ce,0.1,70.85999846458435,0.18000006675720215,0.8553901314735413,0.7330164688110351,,70.67999839782715,50
ce_only,none,1,20,ce,0.1,71.17999792098999,0.31999945640563965,0.8360240459442139,0.7132883590698242,,70.85999846458435,50
ce_only,none,1,21,ce,0.1,73.68000149726868,2.5000035762786865,0.7820735573768616,0.6719411285400391,,71.17999792098999,50
ce_only,none,1,22,ce,0.1,72.28000164031982,-1.3999998569488525,0.7977728843688965,0.6548526916503906,,73.68000149726868,50
ce_only,none,1,23,ce,0.1,72.96000123023987,0.679999589920044,0.7935994863510132,0.7004897079467773,,72.28000164031982,50
ce_only,none,1,24,ce,0.1,72.8600025177002,-0.09999871253967285,0.7864853143692017,0.6603464538574219,,72.96000123023987,50
ce_only,none,1,25,ce,0.1,73.7999975681305,0.9399950504302979,0.7749433517456055,0.6486439376831055,,72.8600025177002,50
ce_only,none,1,26,ce,0.1,72.57999777793884,-1.2199997901916504,0.8033370971679688,0.6443806976318359,,73.7999975681305,50
ce_only,none,1,27,ce,0.1,74.19999837875366,1.6200006008148193,0.7693949937820435,0.622425779724121,,72.57999777793884,50
ce_only,none,1,28,ce,0.1,74.01999831199646,-0.18000006675720215,0.7730816602706909,0.6214551666259766,,74.19999837875366,50
ce_only,none,1,29,ce,0.1,73.90000224113464,-0.1199960708618164,0.7732539772987366,0.6260424606323243,,74.01999831199646,50
ce_only,none,1,30,ce,0.1,72.60000109672546,-1.3000011444091797,0.8066832423210144,0.6684756072998047,,73.90000224113464,50
ce_only,none,1,31,ce,0.1,73.2200026512146,0.6200015544891357,0.7976537942886353,0.6451579849243164,,72.60000109672546,50
ce_only,none,1,32,ce,0.1,75.44000148773193,2.219998836517334,0.7372501492500305,0.5865775573730468,,73.2200026512146,50
ce_only,none,1,33,ce,0.1,75.08000135421753,-0.3600001335144043,0.7544845938682556,0.5965277221679688,,75.44000148773193,50
ce_only,none,1,34,ce,0.1,75.22000074386597,0.1399993896484375,0.7117048501968384,0.5678268127441406,,75.08000135421753,50
ce_only,none,1,35,ce,0.1,74.41999912261963,-0.8000016212463379,0.7500789761543274,0.5997150863647461,,75.22000074386597,50
ce_only,none,1,36,ce,0.1,74.40000176429749,-0.019997358322143555,0.7544542551040649,0.5880271041870118,,74.41999912261963,50
ce_only,none,1,37,ce,0.1,77.06000208854675,2.6600003242492676,0.668803870677948,0.5265637832641602,,74.40000176429749,50
ce_only,none,1,38,ce,0.1,76.16000175476074,-0.9000003337860107,0.7005547881126404,0.5433366394042969,,77.06000208854675,50
ce_only,none,1,39,ce,0.1,74.86000061035156,-1.3000011444091797,0.7446169853210449,0.5794408630371094,,76.16000175476074,50
ce_only,none,1,40,ce,0.1,75.76000094413757,0.9000003337860107,0.7406882047653198,0.5681505645751953,,74.86000061035156,50
ce_only,none,1,41,ce,0.1,76.8999993801117,1.139998435974121,0.6908046007156372,0.5225886489868165,,75.76000094413757,50
ce_only,none,1,42,ce,0.1,74.94000196456909,-1.9599974155426025,0.7127512693405151,0.5462536376953125,,76.8999993801117,50
ce_only,none,1,43,ce,0.1,76.81999802589417,1.8799960613250732,0.6837640404701233,0.5268112350463867,,74.94000196456909,50
ce_only,none,1,44,ce,0.1,76.08000040054321,-0.7399976253509521,0.7107512950897217,0.522857341003418,,76.81999802589417,50
ce_only,none,1,45,ce,0.1,73.96000027656555,-2.120000123977661,0.780643105506897,0.6221558486938477,,76.08000040054321,50
ce_only,none,1,46,ce,0.1,77.67999768257141,3.7199974060058594,0.666515052318573,0.4935970504760742,,73.96000027656555,50
ce_only,none,1,47,ce,0.1,77.4399995803833,-0.23999810218811035,0.6856240630149841,0.5121450759887696,,77.67999768257141,50
ce_only,none,1,48,ce,0.1,77.24000215530396,-0.1999974250793457,0.6831893920898438,0.5141079772949219,,77.4399995803833,50
ce_only,none,1,49,ce,0.1,74.8199999332428,-2.4200022220611572,0.7337873578071594,0.5599215118408203,,77.24000215530396,50
ce_only,none,1,50,ce,0.1,75.76000094413757,0.9400010108947754,0.7249730229377747,0.5570854019165039,,74.8199999332428,50
ce_only,none,1,51,ce,0.1,75.76000094413757,0.0,0.7425387501716614,0.5490717956542969,,75.76000094413757,50
ce_only,none,1,52,ce,0.1,74.90000128746033,-0.8599996566772461,0.7512499094009399,0.5544631210327149,,75.76000094413757,50
ce_only,none,1,53,ce,0.1,76.70000195503235,1.8000006675720215,0.6818881630897522,0.4986116027832031,,74.90000128746033,50
ce_only,none,1,54,ce,0.1,75.22000074386597,-1.4800012111663818,0.754217803478241,0.5400966506958008,,76.70000195503235,50
ce_only,none,1,55,ce,0.1,74.8799979686737,-0.34000277519226074,0.7649353742599487,0.5440139297485351,,75.22000074386597,50
ce_only,none,1,56,ce,0.1,75.73999762535095,0.8599996566772461,0.7567114233970642,0.5315244247436524,,74.8799979686737,50
ce_only,none,1,57,ce,0.1,75.77999830245972,0.04000067710876465,0.7031089663505554,0.4910098258972168,,75.73999762535095,50
ce_only,none,1,58,ce,0.1,77.1399974822998,1.359999179840088,0.7193213105201721,0.4923138725280762,,75.77999830245972,50
ce_only,none,1,59,ce,0.1,79.14000153541565,2.0000040531158447,0.6349766850471497,0.4404160949707031,,77.1399974822998,50
ce_only,none,1,60,ce,0.1,77.88000106811523,-1.260000467300415,0.6631336212158203,0.4764243927001953,,79.14000153541565,50
ce_only,none,1,61,ce,0.1,77.53999829292297,-0.34000277519226074,0.6701294183731079,0.47280401153564455,,77.88000106811523,50
ce_only,none,1,62,ce,0.1,77.0799994468689,-0.45999884605407715,0.6839549541473389,0.4900041877746582,,77.53999829292297,50
ce_only,none,1,63,ce,0.1,78.06000113487244,0.98000168800354,0.6862866282463074,0.4786135543823242,,77.0799994468689,50
ce_only,none,1,64,ce,0.1,77.78000235557556,-0.279998779296875,0.6670545935630798,0.48244376525878907,,78.06000113487244,50
ce_only,none,1,65,ce,0.1,77.02000141143799,-0.7600009441375732,0.7016173601150513,0.49447218780517577,,77.78000235557556,50
ce_only,none,1,66,ce,0.1,78.83999943733215,1.819998025894165,0.6537078619003296,0.45109743194580076,,77.02000141143799,50
ce_only,none,1,67,ce,0.1,77.7999997138977,-1.0399997234344482,0.6863796710968018,0.4601414520263672,,78.83999943733215,50
ce_only,none,1,68,ce,0.1,78.97999882698059,1.1799991130828857,0.6402034163475037,0.4364473556518555,,77.7999997138977,50
ce_only,none,1,69,ce,0.1,77.2599995136261,-1.7199993133544922,0.6876654624938965,0.48677713470458983,,78.97999882698059,50
ce_only,none,1,70,ce,0.1,78.21999788284302,0.959998369216919,0.6594535112380981,0.4440976921081543,,77.2599995136261,50
ce_only,none,1,71,ce,0.1,79.11999821662903,0.9000003337860107,0.6431846618652344,0.4159389923095703,,78.21999788284302,50
ce_only,none,1,72,ce,0.1,78.35999727249146,-0.7600009441375732,0.6482864022254944,0.4434766227722168,,79.11999821662903,50
ce_only,none,1,73,ce,0.1,79.90000247955322,1.5400052070617676,0.6135233044624329,0.42428326721191406,,78.35999727249146,50
ce_only,none,1,74,ce,0.1,79.55999970436096,-0.34000277519226074,0.6170902252197266,0.41376984100341796,,79.90000247955322,50
ce_only,none,1,75,ce,0.1,80.19999861717224,0.6399989128112793,0.6208325624465942,0.406258129119873,,79.55999970436096,50
ce_only,none,1,76,ce,0.1,79.07999753952026,-1.1200010776519775,0.6360028386116028,0.4290880584716797,,80.19999861717224,50
ce_only,none,1,77,ce,0.1,79.28000092506409,0.20000338554382324,0.6367855668067932,0.44279172973632813,,79.07999753952026,50
ce_only,none,1,78,ce,0.1,78.68000268936157,-0.5999982357025146,0.6513832807540894,0.4353609924316406,,79.28000092506409,50
ce_only,none,1,79,ce,0.1,78.38000059127808,-0.3000020980834961,0.6343124508857727,0.4142278175354004,,78.68000268936157,50
ce_only,none,1,80,ce,0.1,79.61999773979187,1.239997148513794,0.6442842483520508,0.42763465042114257,,78.38000059127808,50
ce_only,none,2,1,ce,0.1,38.82000148296356,29.06000167131424,1.6834012269973755,1.6426532989501954,,9.759999811649323,50
ce_only,none,2,2,ce,0.1,40.220001339912415,1.3999998569488525,2.3131000995635986,2.269787078857422,,38.82000148296356,50
ce_only,none,2,3,ce,0.1,52.60000228881836,12.380000948905945,1.327472448348999,1.2829714263916017,,40.220001339912415,50
ce_only,none,2,4,ce,0.1,55.86000084877014,3.2599985599517822,1.2377097606658936,1.1862564819335937,,52.60000228881836,50
ce_only,none,2,5,ce,0.1,64.67999815940857,8.819997310638428,0.998203694820404,0.9659591674804687,,55.86000084877014,50
ce_only,none,2,6,ce,0.1,62.08000183105469,-2.599996328353882,1.1126972436904907,1.055548519897461,,64.67999815940857,50
ce_only,none,2,7,ce,0.1,67.83999800682068,5.759996175765991,0.9393548965454102,0.8870584045410156,,62.08000183105469,50
ce_only,none,2,8,ce,0.1,68.33999752998352,0.4999995231628418,0.9114393591880798,0.8438747436523437,,67.83999800682068,50
ce_only,none,2,9,ce,0.1,67.79999732971191,-0.5400002002716064,1.0108921527862549,0.9037887969970703,,68.33999752998352,50
ce_only,none,2,10,ce,0.1,70.13999819755554,2.340000867843628,0.8793210983276367,0.8076146194458008,,67.79999732971191,50
ce_only,none,2,11,ce,0.1,70.71999907493591,0.5800008773803711,0.988976240158081,0.9115360961914063,,70.13999819755554,50
ce_only,none,2,12,ce,0.1,74.05999898910522,3.3399999141693115,0.7711750268936157,0.6889462203979492,,70.71999907493591,50
ce_only,none,2,13,ce,0.1,73.73999953269958,-0.31999945640563965,0.7950800657272339,0.6908545913696289,,74.05999898910522,50
ce_only,none,2,14,ce,0.1,72.53999710083008,-1.2000024318695068,0.8195518851280212,0.7331639038085938,,73.73999953269958,50
ce_only,none,2,15,ce,0.1,74.5199978351593,1.9800007343292236,0.734650194644928,0.6423103729248046,,72.53999710083008,50
ce_only,none,2,16,ce,0.1,75.3600001335144,0.8400022983551025,0.7232107520103455,0.6340722671508789,,74.5199978351593,50
ce_only,none,2,17,ce,0.1,73.51999878883362,-1.8400013446807861,0.7815958261489868,0.6556416854858399,,75.3600001335144,50
ce_only,none,2,18,ce,0.1,75.49999952316284,1.9800007343292236,0.7304526567459106,0.6219757095336914,,73.51999878883362,50
ce_only,none,2,19,ce,0.1,73.68000149726868,-1.819998025894165,0.7755519151687622,0.6558539718627929,,75.49999952316284,50
ce_only,none,2,20,ce,0.1,76.03999972343445,2.3599982261657715,0.7196321487426758,0.6026306625366211,,73.68000149726868,50
ce_only,none,2,21,ce,0.1,76.88000202178955,0.8400022983551025,0.6919154524803162,0.5736010986328125,,76.03999972343445,50
ce_only,none,2,22,ce,0.1,76.85999870300293,-0.020003318786621094,0.69171142578125,0.5844263870239258,,76.88000202178955,50
ce_only,none,2,23,ce,0.1,76.9599974155426,0.09999871253967285,0.6869518160820007,0.5724779357910156,,76.85999870300293,50
ce_only,none,2,24,ce,0.1,77.06000208854675,0.10000467300415039,0.6850683689117432,0.5527761749267578,,76.9599974155426,50
ce_only,none,2,25,ce,0.1,76.53999924659729,-0.5200028419494629,0.7360665202140808,0.6157354476928711,,77.06000208854675,50
ce_only,none,2,26,ce,0.1,78.78000140190125,2.240002155303955,0.6575031876564026,0.5172135192871093,,76.53999924659729,50
ce_only,none,2,27,ce,0.1,77.99999713897705,-0.7800042629241943,0.6614445447921753,0.534038850402832,,78.78000140190125,50
ce_only,none,2,28,ce,0.1,78.32000255584717,0.3200054168701172,0.6308935284614563,0.48907849884033205,,77.99999713897705,50
ce_only,none,2,29,ce,0.1,75.81999897956848,-2.5000035762786865,0.7176247835159302,0.5630927383422851,,78.32000255584717,50
ce_only,none,2,30,ce,0.1,78.11999917030334,2.3000001907348633,0.6631706953048706,0.5055592735290527,,75.81999897956848,50
ce_only,none,2,31,ce,0.1,75.26000142097473,-2.8599977493286133,0.7517516613006592,0.5960717208862305,,78.11999917030334,50
ce_only,none,2,32,ce,0.1,78.38000059127808,3.1199991703033447,0.6521672010421753,0.5022085632324219,,75.26000142097473,50
ce_only,none,2,33,ce,0.1,77.97999978065491,-0.40000081062316895,0.6866640448570251,0.5278542419433594,,78.38000059127808,50
ce_only,none,2,34,ce,0.1,76.16000175476074,-1.819998025894165,0.711643397808075,0.5658276824951172,,77.97999978065491,50
ce_only,none,2,35,ce,0.1,78.1000018119812,1.940000057220459,0.6641185879707336,0.5184668167114258,,76.16000175476074,50
ce_only,none,2,36,ce,0.1,77.64000296592712,-0.45999884605407715,0.688107967376709,0.568057633972168,,78.1000018119812,50
ce_only,none,2,37,ce,0.1,77.38000154495239,-0.26000142097473145,0.6734949350357056,0.5417574417114258,,77.64000296592712,50
ce_only,none,2,38,ce,0.1,77.89999842643738,0.5199968814849854,0.6711229085922241,0.5215586151123047,,77.38000154495239,50
ce_only,none,2,39,ce,0.1,77.57999897003174,-0.31999945640563965,0.6967291235923767,0.5384716781616211,,77.89999842643738,50
ce_only,none,2,40,ce,0.1,78.47999930381775,0.9000003337860107,0.6504909992218018,0.48122549743652343,,77.57999897003174,50
ce_only,none,2,41,ce,0.1,79.42000031471252,0.9400010108947754,0.6220540404319763,0.46089679946899414,,78.47999930381775,50
ce_only,none,2,42,ce,0.1,79.93999719619751,0.5199968814849854,0.6120198369026184,0.4756497131347656,,79.42000031471252,50
ce_only,none,2,43,ce,0.1,77.1399974822998,-2.799999713897705,0.6837170124053955,0.5139568725585938,,79.93999719619751,50
ce_only,none,2,44,ce,0.1,78.2800018787384,1.1400043964385986,0.6466436982154846,0.5006511215209961,,77.1399974822998,50
ce_only,none,2,45,ce,0.1,78.21999788284302,-0.06000399589538574,0.6593283414840698,0.474247380065918,,78.2800018787384,50
ce_only,none,2,46,ce,0.1,79.07999753952026,0.8599996566772461,0.610920250415802,0.4593593734741211,,78.21999788284302,50
ce_only,none,2,47,ce,0.1,80.98000288009644,1.9000053405761719,0.5960605144500732,0.43256826171875,,79.07999753952026,50
ce_only,none,2,48,ce,0.1,78.21999788284302,-2.760004997253418,0.6739618182182312,0.5176837127685547,,80.98000288009644,50
ce_only,none,2,49,ce,0.1,79.8799991607666,1.660001277923584,0.6047948002815247,0.4402074668884277,,78.21999788284302,50
ce_only,none,2,50,ce,0.1,77.17999815940857,-2.7000010013580322,0.717123806476593,0.5471997756958008,,79.8799991607666,50
ce_only,none,2,51,ce,0.1,77.6199996471405,0.4400014877319336,0.6811813116073608,0.4950349349975586,,77.17999815940857,50
ce_only,none,2,52,ce,0.1,76.75999999046326,-0.8599996566772461,0.7341723442077637,0.5486429550170898,,77.6199996471405,50
ce_only,none,2,53,ce,0.1,79.10000085830688,2.340000867843628,0.6145855188369751,0.43460945434570314,,76.75999999046326,50
ce_only,none,2,54,ce,0.1,80.5400013923645,1.4400005340576172,0.6036486625671387,0.40538994369506837,,79.10000085830688,50
ce_only,none,2,55,ce,0.1,79.22000288963318,-1.3199985027313232,0.6413056254386902,0.4237942832946777,,80.5400013923645,50
