mode,teacher,seed,epoch,phase,lr,val_acc,delta_acc,val_loss,probe_ce_loss,branch_kd_val_acc,pre_acc,d_CE,d_KD,CE_minus_KD,pre_bin
interleaved,ce_e100,1,15,ce,0.1,78.88000011444092,3.8600027561187744,0.617638885974884,0.4988628807067871,77.6199996471405,75.01999735832214,3.8600027561187744,2.6000022888183594,1.260000467300415,"(75.0, 77.5]"
interleaved,ce_e100,1,20,ce,0.1,80.27999997138977,1.7599999904632568,0.5875360369682312,0.4445868148803711,77.97999978065491,78.51999998092651,1.7599999904632568,-0.5400002002716064,2.3000001907348633,"(77.5, 80.0]"
interleaved,ce_e100,1,25,ce,0.1,80.239999294281,0.3000020980834961,0.5998333096504211,0.4415021011352539,78.14000248908997,79.93999719619751,0.3000020980834961,-1.799994707107544,2.09999680519104,"(77.5, 80.0]"
interleaved,ce_e100,1,30,ce,0.1,81.37999773025513,1.9999980926513672,0.5531894564628601,0.4009352828979492,78.4600019454956,79.37999963760376,1.9999980926513672,-0.9199976921081543,2.9199957847595215,"(77.5, 80.0]"
interleaved,ce_e100,1,35,ce,0.1,81.76000118255615,1.6400039196014404,0.5492914319038391,0.38172426681518556,78.75999808311462,80.11999726295471,1.6400039196014404,-1.359999179840088,3.0000030994415283,"(80.0, 82.5]"
interleaved,ce_e100,1,40,ce,0.1,81.27999901771545,0.6999969482421875,0.5695989727973938,0.4026986717224121,79.97999787330627,80.58000206947327,0.6999969482421875,-0.6000041961669922,1.3000011444091797,"(80.0, 82.5]"
interleaved,ce_e100,1,45,ce,0.1,82.23999738693237,2.039998769760132,0.5515643358230591,0.3814981643676758,81.36000037193298,80.19999861717224,2.039998769760132,1.1600017547607422,0.8799970149993896,"(80.0, 82.5]"
interleaved,ce_e100,1,50,ce,0.1,81.66000247001648,2.240002155303955,0.5412158966064453,0.37014841690063477,81.30000233650208,79.42000031471252,2.240002155303955,1.8800020217895508,0.3600001335144043,"(77.5, 80.0]"
interleaved,ce_e100,1,55,ce,0.1,81.99999928474426,0.7399976253509521,0.5407835245132446,0.3604695121765137,81.37999773025513,81.26000165939331,0.7399976253509521,0.1199960708618164,0.6200015544891357,"(80.0, 82.5]"
interleaved,ce_e100,1,60,ce,0.1,81.23999834060669,0.5800008773803711,0.5693495869636536,0.37115267333984375,81.7799985408783,80.65999746322632,0.5800008773803711,1.1200010776519775,-0.5400002002716064,"(80.0, 82.5]"
interleaved,ce_e100,1,65,ce,0.1,82.08000063896179,1.5200018882751465,0.539823055267334,0.36134935455322265,81.87999725341797,80.55999875068665,1.5200018882751465,1.3199985027313232,0.20000338554382324,"(80.0, 82.5]"
interleaved,ce_e100,1,70,ce,0.1,81.80000185966492,2.120000123977661,0.5587140917778015,0.35860312957763674,81.44000172615051,79.68000173568726,2.120000123977661,1.7599999904632568,0.3600001335144043,"(77.5, 80.0]"
interleaved,ce_e100,1,75,ce,0.1,83.13999772071838,1.8399953842163086,0.5155458450317383,0.32083710403442384,81.09999895095825,81.30000233650208,1.8399953842163086,-0.20000338554382324,2.039998769760132,"(80.0, 82.5]"
interleaved,ce_e100,1,80,ce,0.1,83.24000239372253,4.7200024127960205,0.5111655592918396,0.31528896408081053,80.26000261306763,78.51999998092651,4.7200024127960205,1.7400026321411133,2.9799997806549072,"(77.5, 80.0]"
interleaved,ce_e100,2,5,ce,0.1,68.48000288009644,9.540003538131714,0.8993224501609802,0.8411607025146485,67.41999983787537,58.93999934196472,9.540003538131714,8.480000495910645,1.0600030422210693,"(0.0, 60.0]"
interleaved,ce_e100,2,10,ce,0.1,76.30000114440918,3.720003366470337,0.6923298835754395,0.6027814010620117,71.97999954223633,72.57999777793884,3.720003366470337,-0.5999982357025146,4.320001602172852,"(72.5, 75.0]"
interleaved,ce_e100,2,15,ce,0.1,78.88000011444092,4.240000247955322,0.6131677031517029,0.4914449043273926,76.67999863624573,74.6399998664856,4.240000247955322,2.039998769760132,2.2000014781951904,"(72.5, 75.0]"
interleaved,ce_e100,2,20,ce,0.1,80.86000084877014,5.1200032234191895,0.5764702558517456,0.4433630256652832,75.81999897956848,75.73999762535095,5.1200032234191895,0.0800013542175293,5.04000186920166,"(75.0, 77.5]"
interleaved,ce_e100,2,25,ce,0.1,80.76000213623047,0.7600009441375732,0.564050555229187,0.4164293121337891,79.32000160217285,80.0000011920929,0.7600009441375732,-0.679999589920044,1.4400005340576172,"(80.0, 82.5]"
interleaved,ce_e100,2,30,ce,0.1,81.49999976158142,3.0600011348724365,0.5745432376861572,0.41922782745361326,79.78000044822693,78.43999862670898,3.0600011348724365,1.3400018215179443,1.7199993133544922,"(77.5, 80.0]"
interleaved,ce_e100,2,35,ce,0.1,81.55999779701233,0.6999969482421875,0.5636897683143616,0.3878704093933105,80.64000010490417,80.86000084877014,0.6999969482421875,-0.2200007438659668,0.9199976921081543,"(80.0, 82.5]"
interleaved,ce_e100,2,40,ce,0.1,82.27999806404114,2.120000123977661,0.5401087403297424,0.3856123825073242,80.0000011920929,80.15999794006348,2.120000123977661,-0.15999674797058105,2.279996871948242,"(80.0, 82.5]"
interleaved,ce_e100,2,45,ce,0.1,82.56000280380249,3.1599998474121094,0.5304361581802368,0.36156676712036134,80.82000017166138,79.40000295639038,3.1599998474121094,1.419997215270996,1.7400026321411133,"(77.5, 80.0]"
interleaved,ce_e100,2,50,ce,0.1,82.35999941825867,1.9999980926513672,0.5346832275390625,0.36913340072631834,81.33999705314636,80.3600013256073,1.9999980926513672,0.9799957275390625,1.0200023651123047,"(80.0, 82.5]"
interleaved,ce_e100,2,55,ce,0.1,81.45999908447266,2.120000123977661,0.5663296580314636,0.3814207077026367,79.04000282287598,79.339998960495,2.120000123977661,-0.29999613761901855,2.4199962615966797,"(77.5, 80.0]"
interleaved,ce_e100,2,60,ce,0.1,82.66000151634216,3.4399986267089844,0.5278466939926147,0.3484387321472168,81.66000247001648,79.22000288963318,3.4399986267089844,2.439999580383301,0.9999990463256836,"(77.5, 80.0]"
interleaved,ce_e100,2,65,ce,0.1,83.09999704360962,2.959996461868286,0.5249532461166382,0.3409621437072754,81.45999908447266,80.14000058174133,2.959996461868286,1.3199985027313232,1.639997959136963,"(80.0, 82.5]"
interleaved,ce_e100,2,70,ce,0.1,82.70000219345093,3.1599998474121094,0.5317027568817139,0.34745629577636716,81.19999766349792,79.54000234603882,3.1599998474121094,1.6599953174591064,1.500004529953003,"(77.5, 80.0]"
interleaved,ce_e100,2,75,ce,0.1,82.6799988746643,2.2399961948394775,0.5189194083213806,0.3491109977722168,81.9599986076355,80.44000267982483,2.2399961948394775,1.519995927810669,0.7200002670288086,"(80.0, 82.5]"
interleaved,ce_e100,2,80,ce,0.1,82.71999955177307,0.7200002670288086,0.5260605216026306,0.3380696434020996,79.46000099182129,81.99999928474426,0.7200002670288086,-2.5399982929229736,3.2599985599517822,"(80.0, 82.5]"
interleaved,ce_e100,3,5,ce,0.1,70.1799988746643,5.339998006820679,0.8673019409179688,0.8048465118408203,65.97999930381775,64.84000086784363,5.339998006820679,1.139998435974121,4.199999570846558,"(60.0, 65.0]"
interleaved,ce_e100,3,10,ce,0.1,76.84000134468079,5.620002746582031,0.6689726114273071,0.5743899429321289,74.95999932289124,71.21999859809875,5.620002746582031,3.7400007247924805,1.8800020217895508,"(70.0, 72.5]"
interleaved,ce_e100,3,15,ce,0.1,79.22000288963318,3.5600006580352783,0.6090661287307739,0.4998369781494141,77.5600016117096,75.6600022315979,3.5600006580352783,1.8999993801116943,1.660001277923584,"(75.0, 77.5]"
interleaved,ce_e100,3,20,ce,0.1,78.79999876022339,1.260000467300415,0.6160246133804321,0.49620982360839844,78.47999930381775,77.53999829292297,1.260000467300415,0.9400010108947754,0.31999945640563965,"(77.5, 80.0]"
interleaved,ce_e100,3,25,ce,0.1,81.67999982833862,3.579998016357422,0.5514082312583923,0.39993860931396485,80.0000011920929,78.1000018119812,3.579998016357422,1.8999993801116943,1.6799986362457275,"(77.5, 80.0]"
interleaved,ce_e100,3,30,ce,0.1,80.14000058174133,-0.279998779296875,0.5767294764518738,0.40929060516357424,79.19999957084656,80.41999936103821,-0.279998779296875,-1.2199997901916504,0.9400010108947754,"(80.0, 82.5]"
interleaved,ce_e100,3,35,ce,0.1,81.05999827384949,2.559995651245117,0.5651360154151917,0.38712970657348633,80.37999868392944,78.50000262260437,2.559995651245117,1.8799960613250732,0.679999589920044,"(77.5, 80.0]"
interleaved,ce_e100,3,40,ce,0.1,82.38000273704529,2.7000010013580322,0.5264662504196167,0.3524598373413086,79.8200011253357,79.68000173568726,2.7000010013580322,0.1399993896484375,2.5600016117095947,"(77.5, 80.0]"
interleaved,ce_e100,3,45,ce,0.1,82.70000219345093,0.9600043296813965,0.5410803556442261,0.3635078643798828,79.93999719619751,81.73999786376953,0.9600043296813965,-1.8000006675720215,2.760004997253418,"(80.0, 82.5]"
interleaved,ce_e100,3,50,ce,0.1,81.85999989509583,1.3400018215179443,0.5520935654640198,0.3775591575622559,80.73999881744385,80.51999807357788,1.3400018215179443,0.2200007438659668,1.1200010776519775,"(80.0, 82.5]"
interleaved,ce_e100,3,55,ce,0.1,82.66000151634216,1.4600038528442383,0.5285175442695618,0.344948413848877,78.15999984741211,81.19999766349792,1.4600038528442383,-3.0399978160858154,4.500001668930054,"(80.0, 82.5]"
interleaved,ce_e100,3,60,ce,0.1,82.9800009727478,1.1600017547607422,0.5299707651138306,0.34745463333129883,80.87999820709229,81.81999921798706,1.1600017547607422,-0.9400010108947754,2.1000027656555176,"(80.0, 82.5]"
interleaved,ce_e100,3,65,ce,0.1,82.85999894142151,2.09999680519104,0.5377308130264282,0.35895616607666014,81.27999901771545,80.76000213623047,2.09999680519104,0.5199968814849854,1.5799999237060547,"(80.0, 82.5]"
interleaved,ce_e100,3,70,ce,0.1,83.07999968528748,1.639997959136963,0.5172077417373657,0.3358755035400391,79.339998960495,81.44000172615051,1.639997959136963,-2.1000027656555176,3.7400007247924805,"(80.0, 82.5]"
interleaved,ce_e100,3,75,ce,0.1,82.70000219345093,2.8800010681152344,0.5325841903686523,0.3376338150024414,80.1800012588501,79.8200011253357,2.8800010681152344,0.3600001335144043,2.52000093460083,"(77.5, 80.0]"
interleaved,ce_e100,3,80,ce,0.1,83.20000171661377,2.52000093460083,0.5162277221679688,0.32232518310546876,81.37999773025513,80.68000078201294,2.52000093460083,0.6999969482421875,1.8200039863586426,"(80.0, 82.5]"
interleaved,ce_e100,4,5,ce,0.1,66.86000227928162,6.0200035572052,0.9531759023666382,0.8970050231933594,66.32000207901001,60.839998722076416,6.0200035572052,5.480003356933594,0.5400002002716064,"(60.0, 65.0]"
interleaved,ce_e100,4,10,ce,0.1,74.68000054359436,4.080003499984741,0.7395527958869934,0.6355211700439453,73.2200026512146,70.59999704360962,4.080003499984741,2.6200056076049805,1.4599978923797607,"(70.0, 72.5]"
interleaved,ce_e100,4,15,ce,0.1,78.20000052452087,5.260002613067627,0.6463032960891724,0.5243963470458984,74.98000264167786,72.93999791145325,5.260002613067627,2.0400047302246094,3.2199978828430176,"(72.5, 75.0]"
interleaved,ce_e100,4,20,ce,0.1,79.68000173568726,2.6800036430358887,0.623271107673645,0.47591868133544923,76.74000263214111,76.99999809265137,2.6800036430358887,-0.2599954605102539,2.9399991035461426,"(75.0, 77.5]"
interleaved,ce_e100,4,25,ce,0.1,79.8200011253357,2.160000801086426,0.6130287051200867,0.46366385879516603,78.02000045776367,77.66000032424927,2.160000801086426,0.3600001335144043,1.8000006675720215,"(77.5, 80.0]"
interleaved,ce_e100,4,30,ce,0.1,81.00000023841858,1.660001277923584,0.5650802850723267,0.42715180435180666,79.37999963760376,79.339998960495,1.660001277923584,0.04000067710876465,1.6200006008148193,"(77.5, 80.0]"
interleaved,ce_e100,4,35,ce,0.1,81.80000185966492,1.7599999904632568,0.5441747307777405,0.39763987503051756,78.51999998092651,80.04000186920166,1.7599999904632568,-1.5200018882751465,3.2800018787384033,"(80.0, 82.5]"
interleaved,ce_e100,4,40,ce,0.1,81.26000165939331,2.9799997806549072,0.562667191028595,0.40736818466186525,80.01999855041504,78.2800018787384,2.9799997806549072,1.7399966716766357,1.2400031089782715,"(77.5, 80.0]"
interleaved,ce_e100,4,45,ce,0.1,82.260000705719,2.9399991035461426,0.538973867893219,0.3664110466003418,79.83999848365784,79.32000160217285,2.9399991035461426,0.5199968814849854,2.4200022220611572,"(77.5, 80.0]"
interleaved,ce_e100,4,50,ce,0.1,82.6799988746643,1.2199997901916504,0.5270923972129822,0.35501009750366214,81.12000226974487,81.45999908447266,1.2199997901916504,-0.3399968147277832,1.5599966049194336,"(80.0, 82.5]"
interleaved,ce_e100,4,55,ce,0.1,81.76000118255615,2.2000014781951904,0.5600128769874573,0.3564455436706543,79.60000038146973,79.55999970436096,2.2000014781951904,0.04000067710876465,2.160000801086426,"(77.5, 80.0]"
interleaved,ce_e100,4,60,ce,0.1,82.71999955177307,3.700000047683716,0.5256605744361877,0.35513454971313474,78.50000262260437,79.01999950408936,3.700000047683716,-0.5199968814849854,4.219996929168701,"(77.5, 80.0]"
interleaved,ce_e100,4,65,ce,0.1,82.34000205993652,3.040003776550293,0.5483275055885315,0.3534191680908203,80.69999814033508,79.29999828338623,3.040003776550293,1.3999998569488525,1.6400039196014404,"(77.5, 80.0]"
interleaved,ce_e100,4,70,ce,0.1,82.56000280380249,2.340000867843628,0.5433291792869568,0.3710607818603516,81.22000098228455,80.22000193595886,2.340000867843628,0.9999990463256836,1.3400018215179443,"(80.0, 82.5]"
interleaved,ce_e100,4,75,ce,0.1,81.41999840736389,0.37999749183654785,0.553992509841919,0.36438236694335935,80.33999800682068,81.04000091552734,0.37999749183654785,-0.700002908706665,1.080000400543213,"(80.0, 82.5]"
interleaved,ce_e100,4,80,ce,0.1,82.77999758720398,2.2399961948394775,0.5468891859054565,0.3579802444458008,80.0599992275238,80.5400013923645,2.2399961948394775,-0.48000216484069824,2.719998359680176,"(80.0, 82.5]"
interleaved,kd_g1,0,5,ce,0.1,69.49999928474426,8.12000036239624,0.9139848351478577,0.8660284500122071,70.56000232696533,61.37999892234802,8.12000036239624,9.18000340461731,-1.0600030422210693,"(60.0, 65.0]"
interleaved,kd_g1,0,10,ce,0.1,76.2399971485138,2.0799994468688965,0.6992534399032593,0.6160287826538086,75.19999742507935,74.1599977016449,2.0799994468688965,1.0399997234344482,1.0399997234344482,"(72.5, 75.0]"
interleaved,kd_g1,0,15,ce,0.1,79.18000221252441,2.439999580383301,0.631823718547821,0.5230202407836914,78.06000113487244,76.74000263214111,2.439999580383301,1.3199985027313232,1.1200010776519775,"(75.0, 77.5]"
interleaved,kd_g1,0,20,ce,0.1,79.8799991607666,2.679997682571411,0.59839928150177,0.486348095703125,76.84000134468079,77.20000147819519,2.679997682571411,-0.3600001335144043,3.0399978160858154,"(75.0, 77.5]"
interleaved,kd_g1,0,25,ce,0.1,80.46000003814697,1.3199985027313232,0.5874688029289246,0.4568027328491211,78.74000072479248,79.14000153541565,1.3199985027313232,-0.40000081062316895,1.7199993133544922,"(77.5, 80.0]"
interleaved,kd_g1,0,30,ce,0.1,80.26000261306763,1.680004596710205,0.5833781361579895,0.4539922561645508,79.73999977111816,78.57999801635742,1.680004596710205,1.1600017547607422,0.5200028419494629,"(77.5, 80.0]"
interleaved,kd_g1,0,35,ce,0.1,81.41999840736389,4.359996318817139,0.5492756366729736,0.4120562660217285,79.46000099182129,77.06000208854675,4.359996318817139,2.399998903274536,1.9599974155426025,"(75.0, 77.5]"
interleaved,kd_g1,0,40,ce,0.1,81.66000247001648,2.180004119873047,0.5669087171554565,0.4268543762207031,80.1800012588501,79.47999835014343,2.180004119873047,0.700002908706665,1.4800012111663818,"(77.5, 80.0]"
interleaved,kd_g1,0,45,ce,0.1,81.22000098228455,2.6600003242492676,0.5602931380271912,0.4176526260375977,78.35999727249146,78.56000065803528,2.6600003242492676,-0.20000338554382324,2.860003709793091,"(77.5, 80.0]"
interleaved,kd_g1,0,50,ce,0.1,81.36000037193298,0.7799983024597168,0.5485273599624634,0.39598293533325196,79.5199990272522,80.58000206947327,0.7799983024597168,-1.0600030422210693,1.8400013446807861,"(80.0, 82.5]"
interleaved,kd_g1,0,55,ce,0.1,80.32000064849854,0.5400002002716064,0.5847885608673096,0.44492593383789064,78.17999720573425,79.78000044822693,0.5400002002716064,-1.6000032424926758,2.1400034427642822,"(77.5, 80.0]"
interleaved,kd_g1,0,60,ce,0.1,81.40000104904175,1.6000032424926758,0.5671807527542114,0.4129261688232422,80.01999855041504,79.79999780654907,1.6000032424926758,0.2200007438659668,1.380002498626709,"(77.5, 80.0]"
interleaved,kd_g1,0,65,ce,0.1,81.41999840736389,0.7799983024597168,0.5606884360313416,0.3892227127075195,81.16000294685364,80.64000010490417,0.7799983024597168,0.5200028419494629,0.2599954605102539,"(80.0, 82.5]"
interleaved,kd_g1,0,70,ce,0.1,81.37999773025513,1.359999179840088,0.5483590960502625,0.38605393447875974,80.65999746322632,80.01999855041504,1.359999179840088,0.6399989128112793,0.7200002670288086,"(80.0, 82.5]"
interleaved,kd_g1,0,75,ce,0.1,82.20000267028809,0.1600027084350586,0.5301803350448608,0.3757996162414551,80.51999807357788,82.03999996185303,0.1600027084350586,-1.5200018882751465,1.680004596710205,"(80.0, 82.5]"
interleaved,kd_g1,0,80,ce,0.1,82.38000273704529,1.940000057220459,0.5341360569000244,0.3766683891296387,79.29999828338623,80.44000267982483,1.940000057220459,-1.1400043964385986,3.0800044536590576,"(80.0, 82.5]"
interleaved,kd_g1,1,5,ce,0.1,67.64000058174133,3.2800018787384033,0.944176435470581,0.897740298461914,69.22000050544739,64.35999870300293,3.2800018787384033,4.860001802444458,-1.5799999237060547,"(60.0, 65.0]"
interleaved,kd_g1,1,10,ce,0.1,76.45999789237976,2.4800002574920654,0.6952861547470093,0.5960544815063477,74.59999918937683,73.9799976348877,2.4800002574920654,0.6200015544891357,1.8599987030029297,"(72.5, 75.0]"
interleaved,kd_g1,1,15,ce,0.1,78.03999781608582,-0.10000467300415039,0.6531457304954529,0.5284761154174805,76.34000182151794,78.14000248908997,-0.10000467300415039,-1.8000006675720215,1.699995994567871,"(77.5, 80.0]"
interleaved,kd_g1,1,20,ce,0.1,80.14000058174133,1.080000400543213,0.6116521954536438,0.47951704864501954,79.47999835014343,79.06000018119812,1.080000400543213,0.4199981689453125,0.6600022315979004,"(77.5, 80.0]"
interleaved,kd_g1,1,25,ce,0.1,79.72000241279602,1.8400013446807861,0.6046945452690125,0.45410812225341796,78.70000004768372,77.88000106811523,1.8400013446807861,0.8199989795684814,1.0200023651123047,"(77.5, 80.0]"
interleaved,kd_g1,1,30,ce,0.1,79.8799991607666,0.9199976921081543,0.5993874669075012,0.4510732795715332,78.61999869346619,78.96000146865845,0.9199976921081543,-0.34000277519226074,1.260000467300415,"(77.5, 80.0]"
interleaved,kd_g1,1,35,ce,0.1,80.27999997138977,4.799997806549072,0.58686763048172,0.4304660667419434,80.19999861717224,75.4800021648407,4.799997806549072,4.719996452331543,0.0800013542175293,"(75.0, 77.5]"
interleaved,kd_g1,1,40,ce,0.1,80.44000267982483,3.140002489089966,0.6017336249351501,0.44705152740478515,79.90000247955322,77.30000019073486,3.140002489089966,2.6000022888183594,0.5400002002716064,"(75.0, 77.5]"
interleaved,kd_g1,1,45,ce,0.1,81.26000165939331,0.7400035858154297,0.5852710008621216,0.42961575622558595,79.50000166893005,80.51999807357788,0.7400035858154297,-1.0199964046478271,1.7599999904632568,"(80.0, 82.5]"
interleaved,kd_g1,1,50,ce,0.1,81.49999976158142,2.1399974822998047,0.5425918698310852,0.40048414459228515,80.44000267982483,79.36000227928162,2.1399974822998047,1.080000400543213,1.0599970817565918,"(77.5, 80.0]"
interleaved,kd_g1,1,55,ce,0.1,81.26000165939331,0.98000168800354,0.6047577857971191,0.4391875152587891,80.47999739646912,80.27999997138977,0.98000168800354,0.1999974250793457,0.7800042629241943,"(80.0, 82.5]"
interleaved,kd_g1,1,60,ce,0.1,80.32000064849854,-0.4999995231628418,0.5931952595710754,0.4325422286987305,81.22000098228455,80.82000017166138,-0.4999995231628418,0.40000081062316895,-0.9000003337860107,"(80.0, 82.5]"
interleaved,kd_g1,1,65,ce,0.1,82.41999745368958,3.279995918273926,0.5388838052749634,0.4044873794555664,81.19999766349792,79.14000153541565,3.279995918273926,2.0599961280822754,1.2199997901916504,"(77.5, 80.0]"
interleaved,kd_g1,1,70,ce,0.1,81.04000091552734,0.679999589920044,0.568131685256958,0.4279940658569336,78.82000207901001,80.3600013256073,0.679999589920044,-1.53999924659729,2.219998836517334,"(80.0, 82.5]"
interleaved,kd_g1,1,75,ce,0.1,81.94000124931335,0.3600001335144043,0.5392352342605591,0.3896016250610352,80.95999956130981,81.58000111579895,0.3600001335144043,-0.6200015544891357,0.98000168800354,"(80.0, 82.5]"
interleaved,kd_g1,1,80,ce,0.1,81.37999773025513,1.8399953842163086,0.5632389187812805,0.3948152313232422,80.86000084877014,79.54000234603882,1.8399953842163086,1.3199985027313232,0.5199968814849854,"(77.5, 80.0]"
interleaved,kd_g1,2,5,ce,0.1,71.70000076293945,8.020001649856567,0.8420959711074829,0.7664908432006836,70.1799988746643,63.679999113082886,8.020001649856567,6.499999761581421,1.5200018882751465,"(60.0, 65.0]"
interleaved,kd_g1,2,10,ce,0.1,76.81999802589417,1.699995994567871,0.6888736486434937,0.5933594940185547,72.60000109672546,75.1200020313263,1.699995994567871,-2.52000093460083,4.219996929168701,"(75.0, 77.5]"
interleaved,kd_g1,2,15,ce,0.1,79.43999767303467,2.6999950408935547,0.6134342551231384,0.49788584518432616,77.6199996471405,76.74000263214111,2.6999950408935547,0.8799970149993896,1.819998025894165,"(75.0, 77.5]"
interleaved,kd_g1,2,20,ce,0.1,80.15999794006348,4.259997606277466,0.5958782434463501,0.46408117599487303,79.14000153541565,75.90000033378601,4.259997606277466,3.2400012016296387,1.0199964046478271,"(75.0, 77.5]"
interleaved,kd_g1,2,25,ce,0.1,79.86000180244446,0.1600027084350586,0.5988047122955322,0.4445971397399902,78.65999937057495,79.6999990940094,0.1600027084350586,-1.0399997234344482,1.2000024318695068,"(77.5, 80.0]"
interleaved,kd_g1,2,30,ce,0.1,80.41999936103821,1.4400005340576172,0.6054375767707825,0.4771528121948242,80.0000011920929,78.97999882698059,1.4400005340576172,1.0200023651123047,0.4199981689453125,"(77.5, 80.0]"
interleaved,kd_g1,2,35,ce,0.1,80.27999997138977,-0.31999945640563965,0.5787197947502136,0.42296753311157226,79.78000044822693,80.59999942779541,-0.31999945640563965,-0.8199989795684814,0.4999995231628418,"(80.0, 82.5]"
interleaved,kd_g1,2,40,ce,0.1,81.18000030517578,1.9800007343292236,0.5760442614555359,0.4233866096496582,79.19999957084656,79.19999957084656,1.9800007343292236,0.0,1.9800007343292236,"(77.5, 80.0]"
interleaved,kd_g1,2,45,ce,0.1,81.09999895095825,2.0200014114379883,0.5829752683639526,0.4207513946533203,79.40000295639038,79.07999753952026,2.0200014114379883,0.3200054168701172,1.699995994567871,"(77.5, 80.0]"
interleaved,kd_g1,2,50,ce,0.1,80.68000078201294,0.0,0.5817059278488159,0.42815732421875,80.33999800682068,80.68000078201294,0.0,-0.34000277519226074,0.34000277519226074,"(80.0, 82.5]"
interleaved,kd_g1,2,55,ce,0.1,80.46000003814697,0.04000067710876465,0.5950285792350769,0.4442242340087891,80.46000003814697,80.41999936103821,0.04000067710876465,0.04000067710876465,0.0,"(80.0, 82.5]"
