method,model_idx,sigma,repeat,accuracy,loss,acc_drop,loss_increase
KD,8,0.02,0,87.05,0.539228154373169,-0.11999999999999034,0.0051658032894135175
KD,8,0.02,1,86.93,0.5368495676517486,0.0,0.0027872165679931893
KD,8,0.02,2,86.86,0.5395681064605713,0.07000000000000739,0.005505755376815857
KD,8,0.02,3,87.01,0.5352921038150787,-0.0799999999999983,0.001229752731323308
KD,8,0.02,4,87.05,0.5403283413887023,-0.11999999999999034,0.0062659903049469
KD,8,0.05,0,86.63,0.5570574858188629,0.30000000000001137,0.022995134735107503
KD,8,0.05,1,86.66,0.5498051829814911,0.27000000000001023,0.01574283189773562
KD,8,0.05,2,86.66,0.5531588280677795,0.27000000000001023,0.019096476984024058
KD,8,0.05,3,86.76,0.5478148332595825,0.1700000000000017,0.01375248217582703
KD,8,0.05,4,86.72,0.5570156125068665,0.21000000000000796,0.02295326142311105
KD,8,0.1,0,85.42,0.6195795558929443,1.5100000000000051,0.0855172048091889
KD,8,0.1,1,85.22,0.6033448561668396,1.710000000000008,0.0692825050830842
KD,8,0.1,2,85.43,0.5958109990119934,1.5,0.061748647928237976
KD,8,0.1,3,85.5,0.6014076103448868,1.4300000000000068,0.06734525926113133
KD,8,0.1,4,85.77,0.6063706434249878,1.1600000000000108,0.07230829234123237
KD,8,0.2,0,77.81,0.9936835594177246,9.120000000000005,0.45962120833396913
KD,8,0.2,1,78.27,0.916287673664093,8.66000000000001,0.3822253225803376
KD,8,0.2,2,81.39,0.7819243753433227,5.540000000000006,0.24786202425956727
KD,8,0.2,3,79.93,0.885814569234848,7.0,0.3517522181510926
KD,8,0.2,4,80.88,0.8538385222434998,6.050000000000011,0.3197761711597443
KD,9,0.0,0,87.24,0.5163192441940307,0.0,0.0
KD,9,0.01,0,87.27,0.514713665676117,-0.030000000000001137,-0.0016055785179137638
KD,9,0.01,1,87.25,0.5170739886283875,-0.010000000000005116,0.0007547444343567467
KD,9,0.01,2,87.2,0.5175503985404968,0.03999999999999204,0.0012311543464660346
KD,9,0.01,3,87.13,0.5169878900527954,0.10999999999999943,0.0006686458587646937
KD,9,0.01,4,87.27,0.5164407214164733,-0.030000000000001137,0.00012147722244260084
KD,9,0.02,0,87.37,0.5150424338340759,-0.13000000000000966,-0.0012768103599548608
KD,9,0.02,1,87.27,0.519169238948822,-0.030000000000001137,0.0028499947547913074
KD,9,0.02,2,87.06,0.5205129313468934,0.1799999999999926,0.004193687152862613
KD,9,0.02,3,87.08,0.5192505309104919,0.1599999999999966,0.0029312867164611456
KD,9,0.02,4,87.17,0.517765143108368,0.06999999999999318,0.001445898914337218
KD,9,0.05,0,87.07,0.5241767934799194,0.1700000000000017,0.007857549285888665
KD,9,0.05,1,86.73,0.5330495384216308,0.5099999999999909,0.016730294227600084
KD,9,0.05,2,86.55,0.5399826224327088,0.6899999999999977,0.023663378238678034
KD,9,0.05,3,86.72,0.5351572934150696,0.519999999999996,0.01883804922103882
KD,9,0.05,4,86.88,0.5286305416107178,0.35999999999999943,0.012311297416687017
KD,9,0.1,0,85.9,0.5706731858253479,1.3399999999999892,0.054353941631317126
KD,9,0.1,1,85.37,0.587637644290924,1.8699999999999903,0.07131840009689328
KD,9,0.1,2,85.08,0.6101104033946991,2.1599999999999966,0.09379115920066838
KD,9,0.1,3,85.26,0.6005718246459961,1.9799999999999898,0.08425258045196538
KD,9,0.1,4,85.59,0.5707408965110778,1.6499999999999915,0.0544216523170471
KD,9,0.2,0,80.81,0.8067556043624878,6.429999999999993,0.2904363601684571
KD,9,0.2,1,78.17,0.8767920531272888,9.069999999999993,0.36047280893325806
KD,9,0.2,2,78.73,0.9576540899276733,8.509999999999991,0.44133484573364257
KD,9,0.2,3,78.28,0.9684140226364136,8.959999999999994,0.4520947784423829
KD,9,0.2,4,81.28,0.7644163680553436,5.959999999999994,0.24809712386131288
CE_24epochs,1,0.0,0,81.16,0.5536156006336213,0.0,0.0
CE_24epochs,1,0.01,0,81.03,0.5531857313632965,0.12999999999999545,-0.0004298692703247342
CE_24epochs,1,0.01,1,81.17,0.5537231733322143,-0.010000000000005116,0.0001075726985930725
CE_24epochs,1,0.01,2,81.14,0.5542979100704193,0.01999999999999602,0.0006823094367980342
CE_24epochs,1,0.01,3,81.04,0.5542200689792633,0.11999999999999034,0.0006044683456420952
CE_24epochs,1,0.01,4,80.96,0.5566234640598298,0.20000000000000284,0.0030078634262085124
CE_24epochs,1,0.02,0,80.96,0.5537803328037262,0.20000000000000284,0.0001647321701049309
CE_24epochs,1,0.02,1,81.16,0.5543358448028565,0.0,0.000720244169235218
CE_24epochs,1,0.02,2,81.08,0.5567128806591034,0.0799999999999983,0.003097280025482152
CE_24epochs,1,0.02,3,80.9,0.5564665725708008,0.2599999999999909,0.002850971937179536
CE_24epochs,1,0.02,4,80.91,0.5609146428585052,0.25,0.007299042224883978
CE_24epochs,1,0.05,0,80.37,0.5625256160259247,0.789999999999992,0.008910015392303405
CE_24epochs,1,0.05,1,80.97,0.5592255846500397,0.18999999999999773,0.0056099840164184345
CE_24epochs,1,0.05,2,80.57,0.5733595653057099,0.5900000000000034,0.01974396467208861
CE_24epochs,1,0.05,3,80.7,0.5726089175701141,0.45999999999999375,0.018993316936492866
CE_24epochs,1,0.05,4,80.32,0.5815990648269653,0.8400000000000034,0.027983464193344076
CE_24epochs,1,0.1,0,78.97,0.6068689308166504,2.1899999999999977,0.053253330183029135
CE_24epochs,1,0.1,1,80.54,0.5777976946353912,0.6199999999999903,0.02418209400176996
CE_24epochs,1,0.1,2,78.98,0.630523055267334,2.1799999999999926,0.07690745463371274
CE_24epochs,1,0.1,3,78.7,0.6351143821716309,2.4599999999999937,0.0814987815380096
CE_24epochs,1,0.1,4,78.2,0.6450071554660797,2.9599999999999937,0.09139155483245842
CE_24epochs,1,0.2,0,70.57,0.8671466593742371,10.590000000000003,0.3135310587406158
CE_24epochs,1,0.2,1,77.39,0.6678692637920379,3.769999999999996,0.11425366315841667
CE_24epochs,1,0.2,2,72.37,0.8647654029846191,8.789999999999992,0.3111498023509979
CE_24epochs,1,0.2,3,69.85,0.9222370141983032,11.310000000000002,0.3686214135646819
CE_24epochs,1,0.2,4,70.04,0.9197852910995483,11.11999999999999,0.36616969046592707
CE_24epochs,2,0.0,0,81.29,0.5580481907367706,0.0,0.0
CE_24epochs,2,0.01,0,81.14,0.5598437116146088,0.15000000000000568,0.001795520877838186
CE_24epochs,2,0.01,1,81.25,0.5597922556400299,0.04000000000000625,0.0017440649032592903
CE_24epochs,2,0.01,2,81.25,0.5587926252365112,0.04000000000000625,0.0007444344997405983
CE_24epochs,2,0.01,3,81.2,0.5590195241451263,0.09000000000000341,0.0009713334083557568
CE_24epochs,2,0.01,4,81.34,0.5585218514680862,-0.04999999999999716,0.00047366073131560604
CE_24epochs,2,0.02,0,81.08,0.562906264424324,0.21000000000000796,0.004858073687553421
CE_24epochs,2,0.02,1,81.12,0.5625041754722595,0.1700000000000017,0.004455984735488916
CE_24epochs,2,0.02,2,81.2,0.5604313697814941,0.09000000000000341,0.0023831790447235157
CE_24epochs,2,0.02,3,81.28,0.5614820111989975,0.010000000000005116,0.0034338204622269553
CE_24epochs,2,0.02,4,81.26,0.5603135527849198,0.030000000000001137,0.0022653620481492
CE_24epochs,2,0.05,0,80.49,0.5804156463861465,0.8000000000000114,0.022367455649375922
CE_24epochs,2,0.05,1,80.75,0.5763916836977006,0.5400000000000063,0.018343492960929964
CE_24epochs,2,0.05,2,80.87,0.5709495206832885,0.4200000000000017,0.012901329946517937
CE_24epochs,2,0.05,3,80.78,0.5782268610477448,0.5100000000000051,0.0201786703109742
CE_24epochs,2,0.05,4,80.76,0.5730928870439529,0.5300000000000011,0.015044696307182304
CE_24epochs,2,0.1,0,78.55,0.6383739408016205,2.740000000000009,0.08032575006484988
CE_24epochs,2,0.1,1,79.72,0.6189423407196999,1.5700000000000074,0.0608941499829293
CE_24epochs,2,0.1,2,79.27,0.6077314568042755,2.0200000000000102,0.04968326606750495
CE_24epochs,2,0.1,3,78.88,0.6438025949954986,2.410000000000011,0.08575440425872805
CE_24epochs,2,0.1,4,79.36,0.6187289798021317,1.9300000000000068,0.06068078906536112
CE_24epochs,2,0.2,0,71.72,0.8621198241233826,9.570000000000007,0.30407163338661203
CE_24epochs,2,0.2,1,74.07,0.7939339988708496,7.220000000000013,0.235885808134079
CE_24epochs,2,0.2,2,74.5,0.7656208381175995,6.790000000000006,0.20757264738082892
CE_24epochs,2,0.2,3,68.29,1.0184136521339417,13.0,0.46036546139717116
CE_24epochs,2,0.2,4,73.47,0.8167520041465759,7.820000000000007,0.2587038134098053
CE_24epochs,3,0.0,0,79.5,0.5876164609432221,0.0,0.0
CE_24epochs,3,0.01,0,79.55,0.5869603720188141,-0.04999999999999716,-0.0006560889244079382
CE_24epochs,3,0.01,1,79.45,0.5896110592842102,0.04999999999999716,0.0019945983409881407
CE_24epochs,3,0.01,2,79.57,0.5876344921112061,-0.06999999999999318,1.8031167984045027e-05
CE_24epochs,3,0.01,3,79.46,0.5888119258403778,0.04000000000000625,0.001195464897155718
CE_24epochs,3,0.01,4,79.44,0.5891091079711914,0.060000000000002274,0.0014926470279693627
CE_24epochs,3,0.02,0,79.64,0.5876329872608185,-0.14000000000000057,1.6526317596410323e-05
CE_24epochs,3,0.02,1,79.27,0.5934593254089355,0.23000000000000398,0.005842864465713471
CE_24epochs,3,0.02,2,79.61,0.5896835315227509,-0.10999999999999943,0.002067070579528818
CE_24epochs,3,0.02,3,79.32,0.5910995214939118,0.18000000000000682,0.0034830605506896983
CE_24epochs,3,0.02,4,79.4,0.5918172340393066,0.09999999999999432,0.004200773096084576
CE_24epochs,3,0.05,0,79.37,0.5979129014015198,0.12999999999999545,0.010296440458297695
CE_24epochs,3,0.05,1,78.33,0.6170245784759522,1.1700000000000017,0.029408117532730094
CE_24epochs,3,0.05,2,79.01,0.6103934953212738,0.4899999999999949,0.022777034378051786
CE_24epochs,3,0.05,3,78.94,0.6037747110843659,0.5600000000000023,0.016158250141143804
CE_24epochs,3,0.05,4,78.86,0.608253382730484,0.6400000000000006,0.020636921787261953
CE_24epochs,3,0.1,0,77.84,0.6440941912174225,1.6599999999999966,0.056477730274200444
CE_24epochs,3,0.1,1,75.77,0.7006444985866547,3.730000000000004,0.11302803764343261
CE_24epochs,3,0.1,2,76.26,0.7089352033138275,3.239999999999995,0.12131874237060547
CE_24epochs,3,0.1,3,77.72,0.643635680103302,1.7800000000000011,0.0560192191600799
CE_24epochs,3,0.1,4,76.75,0.668302634191513,2.75,0.08068617324829097
CE_24epochs,3,0.2,0,70.77,0.8642666939258575,8.730000000000004,0.27665023298263547
CE_24epochs,3,0.2,1,66.0,1.0545044798851013,13.5,0.46688801894187926
CE_24epochs,3,0.2,2,63.1,1.2731067341804505,16.4,0.6854902732372284
CE_24epochs,3,0.2,3,72.76,0.8066315100669861,6.739999999999995,0.21901504912376402
CE_24epochs,3,0.2,4,68.07,0.9650397199630737,11.430000000000007,0.37742325901985163
CE_24epochs,4,0.0,0,80.7,0.566492585325241,0.0,0.0
CE_24epochs,4,0.01,0,80.68,0.5675083387851715,0.01999999999999602,0.0010157534599304352
CE_24epochs,4,0.01,1,80.69,0.5655988962173462,0.010000000000005116,-0.0008936891078948905
CE_24epochs,4,0.01,2,80.55,0.566434942483902,0.15000000000000568,-5.7642841339022866e-05
CE_24epochs,4,0.01,3,80.6,0.5658019167423248,0.10000000000000853,-0.0006906685829162207
CE_24epochs,4,0.01,4,80.79,0.5659557034492493,-0.09000000000000341,-0.0005368818759917682
CE_24epochs,4,0.02,0,80.65,0.5696047740459442,0.04999999999999716,0.0031121887207031795
CE_24epochs,4,0.02,1,80.7,0.5659656559944153,0.0,-0.000526929330825765
CE_24epochs,4,0.02,2,80.52,0.5674967039108276,0.18000000000000682,0.0010041185855865775
CE_24epochs,4,0.02,3,80.58,0.5664963392734528,0.12000000000000455,3.7539482117265877e-06
CE_24epochs,4,0.02,4,80.72,0.5664183755397797,-0.01999999999999602,-7.420978546135437e-05
CE_24epochs,4,0.05,0,80.07,0.5818936692237854,0.6300000000000097,0.015401083898544332
CE_24epochs,4,0.05,1,80.6,0.5746187389850617,0.10000000000000853,0.008126153659820612
CE_24epochs,4,0.05,2,80.22,0.5774686211109161,0.480000000000004,0.010976035785675076
CE_24epochs,4,0.05,3,80.1,0.5764365089893341,0.6000000000000085,0.009943923664093024
CE_24epochs,4,0.05,4,80.49,0.5737163368701935,0.21000000000000796,0.0072237515449524725
CE_24epochs,4,0.1,0,78.87,0.6250437109470367,1.8299999999999983,0.05855112562179565
CE_24epochs,4,0.1,1,79.17,0.6182793341636658,1.5300000000000011,0.05178674883842471
CE_24epochs,4,0.1,2,78.86,0.6165601621627808,1.8400000000000034,0.05006757683753971
CE_24epochs,4,0.1,3,78.4,0.6213034514427185,2.299999999999997,0.05481086611747743
CE_24epochs,4,0.1,4,79.47,0.6077249178409576,1.230000000000004,0.04123233251571656
CE_24epochs,4,0.2,0,72.64,0.828021581363678,8.060000000000002,0.26152899603843693
CE_24epochs,4,0.2,1,71.36,0.8666908317565918,9.340000000000003,0.30019824643135073
CE_24epochs,4,0.2,2,72.2,0.7948371408462525,8.5,0.2283445555210114
CE_24epochs,4,0.2,3,72.04,0.8337146940231324,8.659999999999997,0.2672221086978913
CE_24epochs,4,0.2,4,74.18,0.7764933531761169,6.519999999999996,0.21000076785087585
CE_24epochs,5,0.0,0,81.52,0.5487188817501069,0.0,0.0
CE_24epochs,5,0.01,0,81.35,0.5488662160396576,0.1700000000000017,0.0001473342895507157
CE_24epochs,5,0.01,1,81.38,0.5483031452655792,0.14000000000000057,-0.0004157364845276401
CE_24epochs,5,0.01,2,81.45,0.5499157680988311,0.06999999999999318,0.0011968863487242798
CE_24epochs,5,0.01,3,81.4,0.5504176807880402,0.11999999999999034,0.0016987990379333517
CE_24epochs,5,0.01,4,81.39,0.5481372318267822,0.12999999999999545,-0.0005816499233246564
CE_24epochs,5,0.02,0,81.27,0.5505334153652192,0.25,0.0018145336151123015
CE_24epochs,5,0.02,1,81.31,0.5493117084980011,0.20999999999999375,0.0005928267478942928
CE_24epochs,5,0.02,2,81.35,0.5533879750728607,0.1700000000000017,0.004669093322753892
CE_24epochs,5,0.02,3,81.25,0.5537139595985413,0.269999999999996,0.004995077848434448
CE_24epochs,5,0.02,4,81.26,0.5493419551372528,0.2599999999999909,0.000623073387145956
CE_24epochs,5,0.05,0,80.8,0.5647190877914429,0.7199999999999989,0.016000206041336007
CE_24epochs,5,0.05,1,80.6,0.5610716796398163,0.9200000000000017,0.012352797889709444
CE_24epochs,5,0.05,2,80.37,0.5773751149177552,1.1499999999999915,0.028656233167648315
CE_24epochs,5,0.05,3,80.52,0.5739602171897888,1.0,0.02524133543968199
CE_24epochs,5,0.05,4,80.55,0.5638407938480378,0.9699999999999989,0.0151219120979309
CE_24epochs,5,0.1,0,78.55,0.6221457373619079,2.969999999999999,0.07342685561180107
CE_24epochs,5,0.1,1,79.29,0.6083760021209716,2.2299999999999898,0.05965712037086479
CE_24epochs,5,0.1,2,77.6,0.6643339078903199,3.9200000000000017,0.11561502614021302
CE_24epochs,5,0.1,3,78.24,0.6448262230396271,3.280000000000001,0.09610734128952025
CE_24epochs,5,0.1,4,78.38,0.6267990069389343,3.1400000000000006,0.07808012518882745
CE_24epochs,5,0.2,0,70.84,0.877429995059967,10.679999999999993,0.32871111330986014
CE_24epochs,5,0.2,1,73.17,0.8109788663864136,8.349999999999994,0.26225998463630673
CE_24epochs,5,0.2,2,66.63,1.0282791750907898,14.89,0.47956029334068295
CE_24epochs,5,0.2,3,69.73,0.9402345034599304,11.789999999999992,0.39151562170982357
CE_24epochs,5,0.2,4,67.43,0.9514492863655091,14.08999999999999,0.4027304046154022
CE_24epochs,6,0.0,0,79.79,0.5833337023735047,0.0,0.0
CE_24epochs,6,0.01,0,79.79,0.5847430973529816,0.0,0.0014093949794768967
CE_24epochs,6,0.01,1,79.78,0.5863347717285157,0.010000000000005116,0.003001069355010988
CE_24epochs,6,0.01,2,79.86,0.5841259597301484,-0.06999999999999318,0.0007922573566436775
CE_24epochs,6,0.01,3,79.76,0.5843563829421997,0.030000000000001137,0.0010226805686950335
CE_24epochs,6,0.01,4,79.75,0.5859321481227875,0.04000000000000625,0.0025984457492828072
CE_24epochs,6,0.02,0,79.87,0.5874531181812286,-0.0799999999999983,0.004119415807723903
CE_24epochs,6,0.02,1,79.75,0.5913905866146087,0.04000000000000625,0.008056884241104068
CE_24epochs,6,0.02,2,79.9,0.5862281653404235,-0.10999999999999943,0.002894462966918865
CE_24epochs,6,0.02,3,79.77,0.5867252370357513,0.020000000000010232,0.0033915346622466203
CE_24epochs,6,0.02,4,79.75,0.5899493844509125,0.04000000000000625,0.006615682077407814
CE_24epochs,6,0.05,0,79.28,0.6037099087715149,0.5100000000000051,0.020376206398010188
CE_24epochs,6,0.05,1,78.88,0.6194087769031524,0.9100000000000108,0.036075074529647755
CE_24epochs,6,0.05,2,79.34,0.6005042673587799,0.45000000000000284,0.01717056498527525
CE_24epochs,6,0.05,3,79.42,0.6018581563472748,0.37000000000000455,0.018524453973770116
CE_24epochs,6,0.05,4,78.89,0.6109502234935761,0.9000000000000057,0.027616521120071402
CE_24epochs,6,0.1,0,77.88,0.658550487279892,1.9100000000000108,0.07521678490638728
CE_24epochs,6,0.1,1,76.14,0.7114771383285522,3.6500000000000057,0.1281434359550475
CE_24epochs,6,0.1,2,77.89,0.6555562724590301,1.9000000000000057,0.07222257008552546
CE_24epochs,6,0.1,3,77.98,0.657326061296463,1.8100000000000023,0.0739923589229583
CE_24epochs,6,0.1,4,76.81,0.6766601838588715,2.980000000000004,0.09332648148536682
CE_24epochs,6,0.2,0,70.98,0.8886916235923767,8.810000000000002,0.30535792121887206
CE_24epochs,6,0.2,1,64.64,1.0966488565444947,15.150000000000006,0.51331515417099
CE_24epochs,6,0.2,2,69.89,0.9201212717056274,9.900000000000006,0.3367875693321227
CE_24epochs,6,0.2,3,70.42,0.9098242629528046,9.370000000000005,0.3264905605792999
CE_24epochs,6,0.2,4,69.88,0.9458695724487305,9.91000000000001,0.3625358700752258
CE_24epochs,7,0.0,0,80.49,0.5759145711898803,0.0,0.0
CE_24epochs,7,0.01,0,80.44,0.576705725479126,0.04999999999999716,0.0007911542892456991
CE_24epochs,7,0.01,1,80.51,0.5765817851543427,-0.020000000000010232,0.0006672139644623432
CE_24epochs,7,0.01,2,80.43,0.575923291683197,0.05999999999998806,8.720493316682898e-06
CE_24epochs,7,0.01,3,80.46,0.5768312077045441,0.030000000000001137,0.0009166365146637823
CE_24epochs,7,0.01,4,80.61,0.5763836678981781,-0.12000000000000455,0.00046909670829775596
CE_24epochs,7,0.02,0,80.35,0.5787102135181427,0.14000000000000057,0.002795642328262349
CE_24epochs,7,0.02,1,80.39,0.5780863526821136,0.09999999999999432,0.0021717814922332934
CE_24epochs,7,0.02,2,80.25,0.5770386619567871,0.23999999999999488,0.0011240907669067823
CE_24epochs,7,0.02,3,80.48,0.5795458609104156,0.009999999999990905,0.00363128972053528
CE_24epochs,7,0.02,4,80.62,0.5779717449188232,-0.13000000000000966,0.0020571737289428738
CE_24epochs,7,0.05,0,79.68,0.5926480966091155,0.8099999999999881,0.01673352541923523
CE_24epochs,7,0.05,1,79.82,0.5875262267112732,0.6700000000000017,0.011611655521392872
CE_24epochs,7,0.05,2,79.91,0.5876554106235504,0.5799999999999983,0.011740839433670103
CE_24epochs,7,0.05,3,79.6,0.5974763247966767,0.8900000000000006,0.021561753606796352
CE_24epochs,7,0.05,4,80.05,0.589936822938919,0.4399999999999977,0.014022251749038706
CE_24epochs,7,0.1,0,78.02,0.6449393456459045,2.469999999999999,0.06902477445602417
CE_24epochs,7,0.1,1,78.72,0.6197096410751343,1.769999999999996,0.043795069885253946
CE_24epochs,7,0.1,2,78.82,0.6320821795940399,1.6700000000000017,0.056167608404159575
CE_24epochs,7,0.1,3,77.61,0.6609754226207734,2.8799999999999955,0.08506085143089304
CE_24epochs,7,0.1,4,77.77,0.639573478603363,2.719999999999999,0.06365890741348268
CE_24epochs,7,0.2,0,70.2,0.8944651014328003,10.289999999999992,0.31855053024292
CE_24epochs,7,0.2,1,74.44,0.7619128036499023,6.049999999999997,0.185998232460022
CE_24epochs,7,0.2,2,73.01,0.8477274939537048,7.47999999999999,0.2718129227638245
CE_24epochs,7,0.2,3,70.23,0.9203883267402649,10.259999999999991,0.3444737555503846
CE_24epochs,7,0.2,4,69.42,0.9077694612503052,11.069999999999993,0.3318548900604249
CE_24epochs,8,0.0,0,79.41,0.616430144739151,0.0,0.0
CE_24epochs,8,0.01,0,79.39,0.6129470479011536,0.01999999999999602,-0.0034830968379974125
CE_24epochs,8,0.01,1,79.28,0.6218337254047394,0.12999999999999545,0.005403580665588326
CE_24epochs,8,0.01,2,79.49,0.6130545731544494,-0.0799999999999983,-0.0033755715847015866
CE_24epochs,8,0.01,3,79.46,0.6176994502544403,-0.04999999999999716,0.001269305515289254
CE_24epochs,8,0.01,4,79.33,0.6210603699207305,0.0799999999999983,0.004630225181579517
CE_24epochs,8,0.02,0,79.47,0.611197141122818,-0.060000000000002274,-0.005233003616333054
CE_24epochs,8,0.02,1,79.25,0.6292504553794861,0.1599999999999966,0.012820310640335064
CE_24epochs,8,0.02,2,79.5,0.6112559689521789,-0.09000000000000341,-0.005174175786972102
CE_24epochs,8,0.02,3,79.44,0.6200542673110961,-0.030000000000001137,0.0036241225719451098
CE_24epochs,8,0.02,4,79.14,0.6279001150131226,0.269999999999996,0.011469970273971564
CE_24epochs,8,0.05,0,78.83,0.6178850943088532,0.5799999999999983,0.0014549495697021575
CE_24epochs,8,0.05,1,78.48,0.6647697788715362,0.9299999999999926,0.04833963413238518
CE_24epochs,8,0.05,2,79.12,0.6153737728118897,0.28999999999999204,-0.0010563719272613792
CE_24epochs,8,0.05,3,78.81,0.6341848632335663,0.5999999999999943,0.017754718494415234
CE_24epochs,8,0.05,4,78.62,0.6629987924098969,0.789999999999992,0.046568647670745866
CE_24epochs,8,0.1,0,77.56,0.6709794789791107,1.8499999999999943,0.05454933423995967
CE_24epochs,8,0.1,1,76.61,0.760599901008606,2.799999999999997,0.14416975626945494
CE_24epochs,8,0.1,2,77.47,0.6524485397815705,1.9399999999999977,0.03601839504241944
CE_24epochs,8,0.1,3,76.98,0.6903218127727508,2.4299999999999926,0.07389166803359981
CE_24epochs,8,0.1,4,75.68,0.7739376899242401,3.7299999999999898,0.15750754518508903
CE_24epochs,8,0.2,0,68.24,0.9696092025279999,11.170000000000002,0.35317905778884884
CE_24epochs,8,0.2,1,69.9,1.0508458059310912,9.509999999999991,0.4344156611919402
CE_24epochs,8,0.2,2,71.15,0.8439847806453705,8.259999999999991,0.2275546359062195
CE_24epochs,8,0.2,3,67.76,0.995521134853363,11.649999999999991,0.379090990114212
CE_24epochs,8,0.2,4,66.57,1.1744222805976867,12.840000000000003,0.5579921358585357
CE_24epochs,9,0.0,0,81.09,0.5441446769714355,0.0,0.0
CE_24epochs,9,0.01,0,81.15,0.5437402157783509,-0.060000000000002274,-0.000404461193084682
CE_24epochs,9,0.01,1,81.1,0.5440676224708557,-0.009999999999990905,-7.705450057982066e-05
CE_24epochs,9,0.01,2,81.01,0.5450871382236481,0.0799999999999983,0.0009424612522125342
CE_24epochs,9,0.01,3,81.15,0.54438708152771,-0.060000000000002274,0.0002424045562744448
CE_24epochs,9,0.01,4,81.2,0.5441688435554505,-0.10999999999999943,2.416658401493965e-05
CE_24epochs,9,0.02,0,81.15,0.544136014175415,-0.060000000000002274,-8.662796020519892e-06
CE_24epochs,9,0.02,1,80.96,0.5449371978759766,0.13000000000000966,0.0007925209045410719
CE_24epochs,9,0.02,2,81.07,0.5468842765808105,0.020000000000010232,0.0027395996093749764
CE_24epochs,9,0.02,3,81.16,0.5458776408195496,-0.06999999999999318,0.0017329638481140552
CE_24epochs,9,0.02,4,81.28,0.5455276814937592,-0.18999999999999773,0.0013830045223236498
CE_24epochs,9,0.05,0,80.98,0.5503445084571839,0.10999999999999943,0.0061998314857483194
CE_24epochs,9,0.05,1,80.76,0.5530572196960449,0.3299999999999983,0.008912542724609396
CE_24epochs,9,0.05,2,80.93,0.5573177556037903,0.1599999999999966,0.013173078632354729
CE_24epochs,9,0.05,3,80.8,0.5578721388339997,0.29000000000000625,0.013727461862564128
CE_24epochs,9,0.05,4,80.84,0.557972988986969,0.25,0.013828312015533473
CE_24epochs,9,0.1,0,80.14,0.5800002985000611,0.9500000000000028,0.035855621528625536
CE_24epochs,9,0.1,1,79.88,0.5866336047172547,1.210000000000008,0.04248892774581914
CE_24epochs,9,0.1,2,80.04,0.5934955500125885,1.0499999999999972,0.04935087304115293
CE_24epochs,9,0.1,3,79.55,0.6051782204627991,1.5400000000000063,0.061033543491363584
CE_24epochs,9,0.1,4,79.56,0.6079206226348877,1.5300000000000011,0.06377594566345213
CE_24epochs,9,0.2,0,74.78,0.747134901714325,6.310000000000002,0.2029902247428894
CE_24epochs,9,0.2,1,74.73,0.7460471493244171,6.359999999999999,0.20190247235298153
CE_24epochs,9,0.2,2,75.38,0.7504835506439209,5.710000000000008,0.20633887367248538
CE_24epochs,9,0.2,3,72.47,0.8246907753944397,8.620000000000005,0.28054609842300415
CE_24epochs,9,0.2,4,71.89,0.8519001076698304,9.200000000000003,0.30775543069839484
