group,seed,round_index,relative_round,phase,val_acc,delta_acc,cos_ce_kl,g_ce_norm,g_kl_norm
0.1,123,95,-5,kl,86.96,0.23999999999999488,0.43463820219039917,0.5923877358436584,0.9937560558319092
0.1,123,96,-4,kl,86.82,-0.14000000000000057,0.4056544601917267,0.5845252275466919,0.9876393675804138
0.1,123,97,-3,kl,86.62,-0.19999999999998863,0.4250721335411072,0.5913129448890686,0.9902216196060181
0.1,123,98,-2,kl,86.92,0.29999999999999716,0.4211081266403198,0.5921298861503601,0.9993156790733337
0.1,123,99,-1,kl,86.82,-0.10000000000000853,0.4295616149902344,0.5963175296783447,0.9815786480903625
0.1,123,100,0,kl,86.86,0.04000000000000625,0.4376048445701599,0.5966771245002747,1.0050603151321411
0.1,123,101,1,ce,86.78,-0.0799999999999983,0.36742159724235535,0.5732377171516418,1.1255450248718262
0.1,123,102,2,ce,86.82,0.03999999999999204,0.3615305423736572,0.5673917531967163,1.1580820083618164
0.1,123,103,3,ce,86.72,-0.09999999999999432,0.35443222522735596,0.5753335356712341,1.1837908029556274
0.1,123,104,4,ce,86.86,0.14000000000000057,0.37120646238327026,0.5838106870651245,1.2261418104171753
0.1,123,105,5,ce,87.12,0.2600000000000051,0.36322665214538574,0.5784043073654175,1.2143669128417969
0.1,123,106,6,ce,86.66,-0.46000000000000796,0.38764047622680664,0.5953905582427979,1.2217131853103638
0.1,123,107,7,ce,87.12,0.46000000000000796,0.38260817527770996,0.5945049524307251,1.2428940534591675
0.1,123,108,8,ce,87.0,-0.12000000000000455,0.40064767003059387,0.6052107214927673,1.269260287284851
0.1,123,109,9,ce,87.0,0.0,0.355474054813385,0.5816981196403503,1.231595754623413
0.1,123,110,10,ce,87.02,0.01999999999999602,0.3817332983016968,0.6054812073707581,1.259522557258606
0.1,123,111,11,ce,87.1,0.0799999999999983,0.38806018233299255,0.608738124370575,1.24551522731781
0.1,123,112,12,ce,87.16,0.060000000000002274,0.3913702964782715,0.6083940863609314,1.2216261625289917
0.1,123,113,13,ce,87.1,-0.060000000000002274,0.38234812021255493,0.6147062182426453,1.2212046384811401
0.1,123,114,14,ce,87.12,0.020000000000010232,0.3878719210624695,0.6058856844902039,1.2284399271011353
0.1,123,115,15,ce,86.96,-0.1600000000000108,0.38668328523635864,0.6094745397567749,1.2171164751052856
0.1,123,116,16,ce,86.94,-0.01999999999999602,0.3751107454299927,0.6155858635902405,1.1768348217010498
0.1,123,117,17,ce,86.86,-0.0799999999999983,0.39262881875038147,0.6230316758155823,1.1873918771743774
0.1,123,118,18,ce,86.76,-0.09999999999999432,0.3911359906196594,0.6251883506774902,1.2397700548171997
0.1,123,119,19,ce,86.72,-0.04000000000000625,0.378807008266449,0.6200700402259827,1.2329216003417969
0.1,123,120,20,ce,86.84,0.12000000000000455,0.4140039086341858,0.6343352794647217,1.2581288814544678
0.1,123,121,21,ce,86.84,0.0,0.4148605167865753,0.6460159420967102,1.3238730430603027
0.1,123,122,22,ce,86.8,-0.04000000000000625,0.37683019042015076,0.626787543296814,1.223645806312561
0.1,123,123,23,ce,86.8,0.0,0.3726746141910553,0.6317986249923706,1.235716700553894
0.1,123,124,24,ce,86.86,0.060000000000002274,0.41094905138015747,0.6538777351379395,1.2366982698440552
0.1,123,125,25,ce,86.84,-0.01999999999999602,0.3914569318294525,0.6483679413795471,1.2461565732955933
0.1,123,126,26,ce,86.86,0.01999999999999602,0.41714367270469666,0.6665313839912415,1.2717636823654175
0.1,123,127,27,ce,87.14,0.28000000000000114,0.41375839710235596,0.6596462726593018,1.285224199295044
0.1,123,128,28,ce,87.08,-0.060000000000002274,0.3952512741088867,0.6507967114448547,1.3149809837341309
0.1,123,129,29,ce,86.84,-0.23999999999999488,0.4056898355484009,0.6636559963226318,1.2655802965164185
0.1,123,130,30,ce,87.06,0.21999999999999886,0.38298672437667847,0.6587812900543213,1.2507978677749634
0.1,123,131,31,ce,87.12,0.060000000000002274,0.401335746049881,0.6660610437393188,1.2529370784759521
0.1,123,132,32,ce,86.84,-0.28000000000000114,0.41846325993537903,0.6852301955223083,1.3286844491958618
0.1,123,133,33,ce,86.88,0.03999999999999204,0.40121883153915405,0.677442729473114,1.2831956148147583
0.1,123,134,34,ce,86.7,-0.1799999999999926,0.4051531255245209,0.6783512234687805,1.2912954092025757
0.1,123,135,35,ce,86.86,0.1599999999999966,0.400022029876709,0.6785390973091125,1.295949101448059
0.1,123,136,36,ce,86.78,-0.0799999999999983,0.4012000560760498,0.6799869537353516,1.2965376377105713
0.1,123,137,37,ce,86.82,0.03999999999999204,0.4034157395362854,0.6795867085456848,1.3034121990203857
0.1,123,138,38,ce,86.8,-0.01999999999999602,0.40622833371162415,0.6813993453979492,1.3036408424377441
0.1,123,139,39,ce,86.86,0.060000000000002274,0.40567898750305176,0.6805799603462219,1.299940824508667
0.1,123,140,40,ce,86.96,0.09999999999999432,0.4030841290950775,0.6801534295082092,1.2949784994125366
0.1,123,141,41,ce,86.7,-0.2599999999999909,0.3958631157875061,0.6759684085845947,1.2838410139083862
0.1,123,142,42,ce,86.94,0.23999999999999488,0.4055163860321045,0.679455041885376,1.2941136360168457
0.1,123,143,43,ce,86.84,-0.09999999999999432,0.40908294916152954,0.6828359961509705,1.2945148944854736
0.1,123,144,44,ce,86.86,0.01999999999999602,0.4086999297142029,0.6833849549293518,1.297218680381775
0.1,123,145,45,ce,86.82,-0.04000000000000625,0.4063953161239624,0.6823413968086243,1.2999160289764404
0.1,123,146,46,ce,86.84,0.020000000000010232,0.4073004722595215,0.6838729381561279,1.2967430353164673
0.1,123,147,47,ce,86.78,-0.060000000000002274,0.40995991230010986,0.6837727427482605,1.2842284440994263
0.1,123,148,48,ce,86.72,-0.060000000000002274,0.4114752411842346,0.6849273443222046,1.2969110012054443
0.1,123,149,49,ce,86.92,0.20000000000000284,0.41023993492126465,0.6847962141036987,1.2965859174728394
0.1,123,150,50,ce,86.84,-0.0799999999999983,0.4100458025932312,0.6849780678749084,1.2950718402862549
0.1,123,151,51,ce,86.96,0.11999999999999034,0.41084474325180054,0.6848136782646179,1.296077013015747
0.1,123,152,52,ce,86.78,-0.1799999999999926,0.4087713062763214,0.6837150454521179,1.2941310405731201
