group,seed,round_index,relative_round,phase,val_acc,delta_acc,cos_ce_kl,g_ce_norm,g_kl_norm
0.9,123,19,-81,kl,78.74,1.519999999999996,0.5905290842056274,0.49814265966415405,1.0673913955688477
0.9,123,20,-80,kl,78.08,-0.6599999999999966,0.561354398727417,0.5116739869117737,0.9770574569702148
0.9,123,21,-79,kl,76.24,-1.8400000000000034,0.6371164917945862,0.4907929599285126,0.9633139371871948
0.9,123,22,-78,kl,78.56,2.3200000000000074,0.6132529973983765,0.47066354751586914,0.9100416898727417
0.9,123,23,-77,kl,79.02,0.45999999999999375,0.5974319577217102,0.5439484119415283,1.1191926002502441
0.9,123,24,-76,kl,79.78,0.7600000000000051,0.37357285618782043,0.4424741268157959,0.8273664116859436
0.9,123,25,-75,kl,79.7,-0.0799999999999983,0.5784767270088196,0.4732501208782196,0.8337385654449463
0.9,123,26,-74,kl,79.62,-0.0799999999999983,0.5392749309539795,0.48983249068260193,0.8928719162940979
0.9,123,27,-73,kl,79.4,-0.21999999999999886,0.401176393032074,0.4057413935661316,0.8106890320777893
0.9,123,28,-72,kl,79.46,0.05999999999998806,0.332374632358551,0.4387776851654053,0.911224901676178
0.9,123,29,-71,kl,79.48,0.020000000000010232,0.5940603613853455,0.46888428926467896,0.8664212822914124
0.9,123,30,-70,kl,79.22,-0.2600000000000051,0.5604652166366577,0.4957297742366791,0.9401021599769592
0.9,123,31,-69,kl,79.94,0.7199999999999989,0.5703176259994507,0.4503791034221649,0.9294141530990601
0.9,123,32,-68,kl,81.02,1.0799999999999983,0.43092167377471924,0.43418222665786743,0.8067742586135864
0.9,123,33,-67,kl,78.92,-2.0999999999999943,0.5350420475006104,0.5260756015777588,0.9550173282623291
0.9,123,34,-66,kl,79.94,1.019999999999996,0.3788268268108368,0.4628235101699829,0.9485979080200195
0.9,123,35,-65,kl,79.2,-0.7399999999999949,0.6458532810211182,0.5258177518844604,1.0375542640686035
0.9,123,36,-64,kl,79.98,0.7800000000000011,0.5568091869354248,0.5077229738235474,0.8813451528549194
0.9,123,37,-63,kl,79.86,-0.12000000000000455,0.527573823928833,0.4802105128765106,1.0008856058120728
0.9,123,38,-62,kl,80.72,0.8599999999999994,0.4940316081047058,0.4393084943294525,0.7200253009796143
0.9,123,39,-61,kl,81.14,0.4200000000000017,0.5208849906921387,0.46791163086891174,1.11336088180542
0.9,123,40,-60,kl,80.5,-0.6400000000000006,0.5174897909164429,0.45267874002456665,0.8899754881858826
0.9,123,41,-59,kl,80.88,0.37999999999999545,0.31881293654441833,0.42051467299461365,0.8090209364891052
0.9,123,42,-58,kl,79.52,-1.3599999999999994,0.6463778018951416,0.5403267741203308,0.9904820322990417
0.9,123,43,-57,kl,80.96,1.4399999999999977,0.4143884479999542,0.45215514302253723,0.8038889765739441
0.9,123,44,-56,kl,81.18,0.22000000000001307,0.5996949076652527,0.5206668972969055,0.899857223033905
0.9,123,45,-55,kl,81.24,0.05999999999998806,0.5200849771499634,0.4584220349788666,0.7952820062637329
0.9,123,46,-54,kl,79.7,-1.539999999999992,0.5951704978942871,0.5214782357215881,1.0584419965744019
0.9,123,47,-53,kl,80.2,0.5,0.5762667655944824,0.4909316897392273,0.845729649066925
0.9,123,48,-52,kl,80.7,0.5,0.5860140323638916,0.5228274464607239,1.057113766670227
0.9,123,49,-51,kl,79.56,-1.1400000000000006,0.4515382647514343,0.4602958858013153,0.8897796869277954
0.9,123,50,-50,kl,81.16,1.5999999999999943,0.553398609161377,0.4861143231391907,0.9003946185112
0.9,123,51,-49,kl,80.26,-0.8999999999999915,0.5639196038246155,0.49496087431907654,0.7879872918128967
0.9,123,52,-48,kl,80.24,-0.020000000000010232,0.4608384966850281,0.5022763013839722,1.0804883241653442
0.9,123,53,-47,kl,79.52,-0.7199999999999989,0.46845901012420654,0.4832477867603302,0.8870566487312317
0.9,123,54,-46,kl,79.92,0.4000000000000057,0.5109530091285706,0.4858890771865845,0.912912130355835
0.9,123,55,-45,kl,79.82,-0.10000000000000853,0.6150378584861755,0.5160610675811768,1.0127631425857544
0.9,123,56,-44,kl,83.66,3.8400000000000034,0.34643423557281494,0.4302034378051758,0.5989680886268616
0.9,123,57,-43,kl,83.94,0.28000000000000114,0.38532620668411255,0.4367426335811615,0.6417198181152344
0.9,123,58,-42,kl,84.24,0.29999999999999716,0.3490583002567291,0.4213331639766693,0.6370347738265991
0.9,123,59,-41,kl,84.56,0.3200000000000074,0.38264554738998413,0.42462998628616333,0.6271073818206787
0.9,123,60,-40,kl,84.54,-0.01999999999999602,0.3162997364997864,0.4265684187412262,0.633762001991272
0.9,123,61,-39,kl,84.56,0.01999999999999602,0.3307639956474304,0.43123701214790344,0.629723846912384
0.9,123,62,-38,kl,84.68,0.12000000000000455,0.29858288168907166,0.42329153418540955,0.6101921200752258
0.9,123,63,-37,kl,84.94,0.2599999999999909,0.4586371183395386,0.4542566239833832,0.6201747059822083
0.9,123,64,-36,kl,84.88,-0.060000000000002274,0.3650690019130707,0.4505337178707123,0.6649975180625916
0.9,123,65,-35,kl,84.94,0.060000000000002274,0.3285118341445923,0.4427841305732727,0.7157060503959656
0.9,123,66,-34,kl,84.96,0.01999999999999602,0.4032342731952667,0.47472190856933594,0.7288504838943481
